document_id,file_name,district_name,chunk_index,quote,subject_text,acting_party,protected_party,modal,negation,voice,verb_lexical_category,statement_type,llm_judgment,statement_type_match,modal_strength,topic,quote_verified,notes
albuquerque_public_schools__atf_negotiated_agreement_2018_19__e7e5b93f,ATF-Negotiated-Agreement_2018-19.pdf,Albuquerque Public Schools,5,The President shall have the option of recommending to the Superintendent the formation of District/Joint Committees.,The President,management,management,shall,False,active,plain,obligation,right,False,1.0,other,True,
albuquerque_public_schools__atf_negotiated_agreement_2018_19__e7e5b93f,ATF-Negotiated-Agreement_2018-19.pdf,Albuquerque Public Schools,5,The Federation shall have the opportunity to appoint a teacher representative to the Committee.,The Federation,worker,worker,shall,False,active,plain,obligation,right,False,1.0,other,True,
albuquerque_public_schools__atf_negotiated_agreement_2018_19__e7e5b93f,ATF-Negotiated-Agreement_2018-19.pdf,Albuquerque Public Schools,5,The President may suggest additional names of teachers for possible appointment to District/Joint Committees.,The President,management,management,may,False,active,plain,permission,permission,True,0.3,other,True,
albuquerque_public_schools__atf_negotiated_agreement_2018_19__e7e5b93f,ATF-Negotiated-Agreement_2018-19.pdf,Albuquerque Public Schools,6,Reports and recommendations will be provided to the Superintendent and the President by the Committee.,Reports and recommendations,management,management,will,False,passive,rights_passive,right,obligation,False,0.9,other,True,
albuquerque_public_schools__atf_negotiated_agreement_2018_19__e7e5b93f,ATF-Negotiated-Agreement_2018-19.pdf,Albuquerque Public Schools,6,the President will be provided the opportunity to suggest names of teachers who might be appointed.,the President,worker,management,will,False,passive,rights_passive,right,right,True,0.9,other,True,Dependent clause omitted
albuquerque_public_schools__atf_negotiated_agreement_2018_19__e7e5b93f,ATF-Negotiated-Agreement_2018-19.pdf,Albuquerque Public Schools,6,the Superintendent and the President may call a joint meeting of principals and Federation representatives.,the Superintendent and the President,other,management,may,False,active,plain,permission,permission,True,0.3,other,True,Joint action
albuquerque_public_schools__atf_negotiated_agreement_2018_19__e7e5b93f,ATF-Negotiated-Agreement_2018-19.pdf,Albuquerque Public Schools,6,The Federation and the Board agree to support schools of choice.,The Federation and the Board,other,worker,,False,active,plain,other,other,True,0.0,other,True,Joint declaration
albuquerque_public_schools__atf_negotiated_agreement_2018_19__e7e5b93f,ATF-Negotiated-Agreement_2018-19.pdf,Albuquerque Public Schools,6,All rights granted to the Federation pursuant to the terms of this Agreement are for the sole and exclusive use of the Federation and may not be granted to any other teacher organization except as noted in B.4. below.,All rights granted to the Federation pursuant to the terms of this Agreement,other,worker,may,True,active,plain,prohibition,prohibition,True,0.3,teacher_rights_and_conduct,True,Inanimate subject; second predicate contains negation
albuquerque_public_schools__atf_negotiated_agreement_2018_19__e7e5b93f,ATF-Negotiated-Agreement_2018-19.pdf,Albuquerque Public Schools,6,The Federation has the right to make announcements at staff meetings and new teacher orientation.,The Federation,worker,worker,,False,active,rights_active,right,right,True,0.85,teacher_rights_and_conduct,True,
albuquerque_public_schools__atf_negotiated_agreement_2018_19__e7e5b93f,ATF-Negotiated-Agreement_2018-19.pdf,Albuquerque Public Schools,6,"The Federation has the right to use the interschool mail service, school bulletin boards and APS e-mail sent through an outside server in accordance with APS policy.",The Federation,worker,worker,,False,active,rights_active,right,right,True,0.85,teacher_rights_and_conduct,True,
albuquerque_public_schools__atf_negotiated_agreement_2018_19__e7e5b93f,ATF-Negotiated-Agreement_2018-19.pdf,Albuquerque Public Schools,6,The Federation may use the school mailboxes,The Federation,worker,worker,may,False,active,plain,permission,permission,True,0.3,teacher_rights_and_conduct,True,Conditional clause omitted
albuquerque_public_schools__atf_negotiated_agreement_2018_19__e7e5b93f,ATF-Negotiated-Agreement_2018-19.pdf,Albuquerque Public Schools,6,an employee of the bargaining unit assigned to that school and recognized by the principal shall distribute all materials,an employee of the bargaining unit assigned to that school and recognized by the principal,worker,management,shall,False,active,plain,obligation,obligation,True,1.0,teacher_rights_and_conduct,True,
albuquerque_public_schools__atf_negotiated_agreement_2018_19__e7e5b93f,ATF-Negotiated-Agreement_2018-19.pdf,Albuquerque Public Schools,6,no such materials shall be distributed to any employee who has registered with the building principal an objection to receiving teacher organization materials.,no such materials,other,management,shall,True,passive,plain,prohibition,prohibition,True,1.0,teacher_rights_and_conduct,True,Subject-side quantifier negation
albuquerque_public_schools__atf_negotiated_agreement_2018_19__e7e5b93f,ATF-Negotiated-Agreement_2018-19.pdf,Albuquerque Public Schools,6,The Federation Representatives are recognized as Federation leaders in their respective schools,The Federation Representatives,worker,worker,,False,passive,rights_passive,right,right,True,0.85,teacher_rights_and_conduct,True,
albuquerque_public_schools__atf_negotiated_agreement_2018_19__e7e5b93f,ATF-Negotiated-Agreement_2018-19.pdf,Albuquerque Public Schools,6,may display on or near their classroom or office door a Federation provided plaque which identifies their position.,Federation Representatives,worker,worker,may,False,active,plain,permission,permission,True,0.3,teacher_rights_and_conduct,True,Subject elided but understood from prior clause
albuquerque_public_schools__atf_negotiated_agreement_2018_19__e7e5b93f,ATF-Negotiated-Agreement_2018-19.pdf,Albuquerque Public Schools,6,There shall be no charge for the use of facilities or normal services described above.,There,other,worker,shall,False,active,plain,obligation,obligation,True,1.0,teacher_rights_and_conduct,True,Impersonal subject; affirmative floor
albuquerque_public_schools__atf_negotiated_agreement_2018_19__e7e5b93f,ATF-Negotiated-Agreement_2018-19.pdf,Albuquerque Public Schools,7,and may display on or near their classroom or office door a Federation provided plaque which identifies their position.,Union Representatives,worker,worker,may,False,active,permission_verb,permission,permission,True,0.3,teacher_rights_and_conduct,True,
albuquerque_public_schools__atf_negotiated_agreement_2018_19__e7e5b93f,ATF-Negotiated-Agreement_2018-19.pdf,Albuquerque Public Schools,7,Union representatives may distribute Federation materials and conduct Federation business related to a grievance or representation provided such activities do not interfere with the instructional schedule or duties of the teacher(s) affected.,Union representatives,worker,worker,may,False,active,permission_verb,permission,permission,True,0.3,teacher_rights_and_conduct,True,
albuquerque_public_schools__atf_negotiated_agreement_2018_19__e7e5b93f,ATF-Negotiated-Agreement_2018-19.pdf,Albuquerque Public Schools,7,Neither the Federation nor any employee may solicit Federation membership on the Board's premises during the duty day of the employees involved in the solicitation.,Neither the Federation nor any employee,worker,management,may,True,active,plain,prohibition,prohibition,True,0.3,teacher_rights_and_conduct,True,
albuquerque_public_schools__atf_negotiated_agreement_2018_19__e7e5b93f,ATF-Negotiated-Agreement_2018-19.pdf,Albuquerque Public Schools,7,This shall not be construed to prohibit casual or personal conversations about the Federation and its activities.,This,other,worker,shall,True,passive,plain,prohibition,other,False,1.0,teacher_rights_and_conduct,True,
albuquerque_public_schools__atf_negotiated_agreement_2018_19__e7e5b93f,ATF-Negotiated-Agreement_2018-19.pdf,Albuquerque Public Schools,7,"The union representative shall have the right to bring to the attention of the principal all matters pertaining to the organizational rights of the Federation or its members, other concerns of the faculty, and to discuss the administration of this Agreement.",The union representative,worker,worker,shall,False,active,rights_active,right,right,True,1.0,teacher_rights_and_conduct,True,
albuquerque_public_schools__atf_negotiated_agreement_2018_19__e7e5b93f,ATF-Negotiated-Agreement_2018-19.pdf,Albuquerque Public Schools,7,"Federation officials and/or representatives who are not District employees shall have the right to visit schools for the purpose of conducting representational business provided the visit does not interfere with the duty schedule of the teacher(s) involved and provided that prior notice is given to the principal, or, if the principal is not available, the office of the principal.",Federation officials and/or representatives who are not District employees,worker,worker,shall,False,active,rights_active,right,right,True,1.0,teacher_rights_and_conduct,True,
albuquerque_public_schools__atf_negotiated_agreement_2018_19__e7e5b93f,ATF-Negotiated-Agreement_2018-19.pdf,Albuquerque Public Schools,7,Failure to follow this provision may result in suspension of this privilege for the representative involved.,Failure to follow this provision,other,management,may,False,active,plain,permission,other,False,0.3,other,True,
albuquerque_public_schools__atf_negotiated_agreement_2018_19__e7e5b93f,ATF-Negotiated-Agreement_2018-19.pdf,Albuquerque Public Schools,7,prior arrangement of such visits shall be made through the Office of Labor Relations.,prior arrangement of such visits,management,management,shall,False,passive,plain,obligation,obligation,True,1.0,teacher_rights_and_conduct,True,
albuquerque_public_schools__atf_negotiated_agreement_2018_19__e7e5b93f,ATF-Negotiated-Agreement_2018-19.pdf,Albuquerque Public Schools,7,The Board shall grant the elected Local President and the elected State President (provided the elected State President is on leave from APS) leave with pay during their term of office.,The Board,management,worker,shall,False,active,obligation_verb,obligation,obligation,True,1.0,leave,True,
albuquerque_public_schools__atf_negotiated_agreement_2018_19__e7e5b93f,ATF-Negotiated-Agreement_2018-19.pdf,Albuquerque Public Schools,7,This leave may be terminated at the end of a semester.,This leave,management,management,may,False,passive,permission_verb,permission,permission,True,0.3,leave,True,
albuquerque_public_schools__atf_negotiated_agreement_2018_19__e7e5b93f,ATF-Negotiated-Agreement_2018-19.pdf,Albuquerque Public Schools,7,the President will be placed on the salary matrix at the level which would have been achieved had there not been an absence.,the President,management,worker,will,False,passive,rights_passive,right,obligation,False,0.9,compensation,True,
albuquerque_public_schools__atf_negotiated_agreement_2018_19__e7e5b93f,ATF-Negotiated-Agreement_2018-19.pdf,Albuquerque Public Schools,7,"The Federation shall pay to the District an amount equal to the level, step and lane on the teacher’s salary matrix and all employee related expenditures such as insurances and retirement benefits for the locally elected President and the State President for the duration of the leave.",The Federation,worker,management,shall,False,active,obligation_verb,obligation,obligation,True,1.0,compensation,True,
albuquerque_public_schools__atf_negotiated_agreement_2018_19__e7e5b93f,ATF-Negotiated-Agreement_2018-19.pdf,Albuquerque Public Schools,7,The Board shall grant leave without pay for Federation employees during their term of service,The Board,management,worker,shall,False,active,obligation_verb,obligation,obligation,True,1.0,leave,True,truncated at end of chunk
albuquerque_public_schools__atf_negotiated_agreement_2018_19__e7e5b93f,ATF-Negotiated-Agreement_2018-19.pdf,Albuquerque Public Schools,8,"Federation shall pay to the District an amount equal to the level, step and lane on the teacher’s salary matrix and all employee related expenditures such as insurances and retirement benefits for the locally elected President and the State President for the duration of the leave.",Federation,worker,management,shall,False,active,plain,obligation,obligation,True,1.0,compensation,True,
albuquerque_public_schools__atf_negotiated_agreement_2018_19__e7e5b93f,ATF-Negotiated-Agreement_2018-19.pdf,Albuquerque Public Schools,8,The Board shall grant leave without pay for Federation employees during their term of service to the Federation.,The Board,management,worker,shall,False,active,plain,obligation,obligation,True,1.0,leave,True,
albuquerque_public_schools__atf_negotiated_agreement_2018_19__e7e5b93f,ATF-Negotiated-Agreement_2018-19.pdf,Albuquerque Public Schools,8,"Upon return from such leave, the employee will be placed on the salary matrix at the level which would have been achieved had there not been an absence.",the employee,management,worker,will,False,passive,plain,obligation,obligation,True,0.9,compensation,True,
albuquerque_public_schools__atf_negotiated_agreement_2018_19__e7e5b93f,ATF-Negotiated-Agreement_2018-19.pdf,Albuquerque Public Schools,8,The Federation shall be furnished with monthly financial budget and cash reports following distributions as required from the Office of Labor Relations.,The Federation,management,worker,shall,False,passive,rights_passive,right,obligation,False,1.0,other,True,
albuquerque_public_schools__atf_negotiated_agreement_2018_19__e7e5b93f,ATF-Negotiated-Agreement_2018-19.pdf,Albuquerque Public Schools,8,"During each year of this Agreement, the Federation shall be granted for Federation training, workshops and conventions, forty (40) professional leave days at full pay by the District, 10 professional leave days for the purpose of participating in joint APS/ATF task force committees, and forty (40) leave days charged to the Federation at the degreed substitute rate.",the Federation,management,worker,shall,False,passive,rights_passive,right,obligation,False,1.0,professional_development,True,
albuquerque_public_schools__atf_negotiated_agreement_2018_19__e7e5b93f,ATF-Negotiated-Agreement_2018-19.pdf,Albuquerque Public Schools,8,Representatives of the Federation will meet with appropriate District budget personnel as requested in order that they may be kept abreast of current budget facts and figures.,Representatives of the Federation,worker,worker,will,False,active,plain,obligation,obligation,True,0.9,other,True,
albuquerque_public_schools__atf_negotiated_agreement_2018_19__e7e5b93f,ATF-Negotiated-Agreement_2018-19.pdf,Albuquerque Public Schools,8,"The President of the Federation and the Superintendent, or their respective designees, shall participate in quarterly discussions regarding teacher education programs and professional development; partnership agreements and/or collaborative efforts with institutions of higher education; joint efforts to communicate with elected officials; and such other mutually agreed upon topics.","The President of the Federation and the Superintendent, or their respective designees",other,worker,shall,False,active,plain,obligation,obligation,True,1.0,professional_development,True,
albuquerque_public_schools__atf_negotiated_agreement_2018_19__e7e5b93f,ATF-Negotiated-Agreement_2018-19.pdf,Albuquerque Public Schools,8,"The District agrees to deduct from the wages of members of the Federation, periodic Federation dues on the basis of a properly executed authorization form of which a copy is attached to this Agreement.",The District,management,worker,,False,active,plain,other,obligation,False,0.0,other,True,
albuquerque_public_schools__atf_negotiated_agreement_2018_19__e7e5b93f,ATF-Negotiated-Agreement_2018-19.pdf,Albuquerque Public Schools,9,"The amount of the deduction to be made from each teacher's wages will be certified in writing to the District by the Treasurer, President or Executive Vice-President of the Federation.",The amount of the deduction,worker,worker,will,False,passive,plain,obligation,obligation,True,0.9,other,True,
albuquerque_public_schools__atf_negotiated_agreement_2018_19__e7e5b93f,ATF-Negotiated-Agreement_2018-19.pdf,Albuquerque Public Schools,9,"In the event the Federation dues are changed, the District agrees to effect such changes in deductions within thirty (30) days following the receipt of a written notice from the Treasurer of the Federation.",the District,management,worker,,False,active,plain,other,obligation,False,0.0,other,True,
albuquerque_public_schools__atf_negotiated_agreement_2018_19__e7e5b93f,ATF-Negotiated-Agreement_2018-19.pdf,Albuquerque Public Schools,9,Dues deduction shall continue from year to year without further authorization and at current monthly dues amounts unless the authorization to deduct is revoked by the teacher as provided herein.,Dues deduction,other,worker,shall,False,active,plain,obligation,obligation,True,1.0,other,True,
albuquerque_public_schools__atf_negotiated_agreement_2018_19__e7e5b93f,ATF-Negotiated-Agreement_2018-19.pdf,Albuquerque Public Schools,9,Dues authorized will be determined by the Federation,Dues authorized,worker,worker,will,False,passive,plain,obligation,other,False,0.9,other,True,
albuquerque_public_schools__atf_negotiated_agreement_2018_19__e7e5b93f,ATF-Negotiated-Agreement_2018-19.pdf,Albuquerque Public Schools,9,and will be set at an amount for each payroll deduction.,Dues authorized,worker,worker,will,False,passive,plain,obligation,other,False,0.9,other,True,
albuquerque_public_schools__atf_negotiated_agreement_2018_19__e7e5b93f,ATF-Negotiated-Agreement_2018-19.pdf,Albuquerque Public Schools,9,Dues deduction shall resume for teachers returning from an extended leave of absence unless authorization to deduct is revoked by the teacher.,Dues deduction,other,worker,shall,False,active,plain,obligation,obligation,True,1.0,other,True,
albuquerque_public_schools__atf_negotiated_agreement_2018_19__e7e5b93f,ATF-Negotiated-Agreement_2018-19.pdf,Albuquerque Public Schools,9,Dues deduction authorizations shall be delivered to the District Payroll Department.,Dues deduction authorizations,management,worker,shall,False,passive,plain,obligation,obligation,True,1.0,other,True,
albuquerque_public_schools__atf_negotiated_agreement_2018_19__e7e5b93f,ATF-Negotiated-Agreement_2018-19.pdf,Albuquerque Public Schools,9,Authorizations received nine (9) days prior to the pay date shall be deducted from the salary for that pay period.,Authorizations received nine (9) days prior to the pay date,management,worker,shall,False,passive,plain,obligation,obligation,True,1.0,other,True,
albuquerque_public_schools__atf_negotiated_agreement_2018_19__e7e5b93f,ATF-Negotiated-Agreement_2018-19.pdf,Albuquerque Public Schools,9,"If a teacher is absent for any reason and as a result of that absence has no earning due for the pay period, no deduction will be made for that teacher for the pay period.",no deduction,management,worker,will,True,passive,plain,prohibition,prohibition,True,0.9,other,True,
albuquerque_public_schools__atf_negotiated_agreement_2018_19__e7e5b93f,ATF-Negotiated-Agreement_2018-19.pdf,Albuquerque Public Schools,9,The District agrees to transmit the amount collected to the Treasurer of the Federation within seven (7) calendar days after the close of the month.,The District,management,worker,,False,active,plain,other,obligation,False,0.0,other,True,
albuquerque_public_schools__atf_negotiated_agreement_2018_19__e7e5b93f,ATF-Negotiated-Agreement_2018-19.pdf,Albuquerque Public Schools,9,The Federation agrees to render the District harmless for any actions resulting from compliance with this provision of the Agreement,The Federation,worker,management,,False,active,plain,other,obligation,False,0.0,other,True,
albuquerque_public_schools__atf_negotiated_agreement_2018_19__e7e5b93f,ATF-Negotiated-Agreement_2018-19.pdf,Albuquerque Public Schools,9,assumes total responsibility for the disposition of the funds so deducted once the funds have been received by the Treasurer of the Federation.,The Federation,worker,management,,False,active,plain,other,obligation,False,0.0,other,True,
albuquerque_public_schools__atf_negotiated_agreement_2018_19__e7e5b93f,ATF-Negotiated-Agreement_2018-19.pdf,Albuquerque Public Schools,9,Dues deductions may be discontinued or revoked by the teacher by filing such notice with the Treasurer of the Federation with a copy to the District Payroll Department duly signed by the teacher.,Dues deductions,worker,worker,may,False,passive,plain,permission,permission,True,0.3,other,True,
albuquerque_public_schools__atf_negotiated_agreement_2018_19__e7e5b93f,ATF-Negotiated-Agreement_2018-19.pdf,Albuquerque Public Schools,9,Such revocation must be received by the District Payroll Department no later than nine (9) days prior to the pay date on which it is to become effective.,Such revocation,management,worker,must,False,passive,plain,obligation,obligation,True,1.0,other,True,
albuquerque_public_schools__atf_negotiated_agreement_2018_19__e7e5b93f,ATF-Negotiated-Agreement_2018-19.pdf,Albuquerque Public Schools,9,The District retains all rights not specifically restricted by this Agreement.,The District,management,management,,False,active,plain,other,other,True,0.0,other,True,
albuquerque_public_schools__atf_negotiated_agreement_2018_19__e7e5b93f,ATF-Negotiated-Agreement_2018-19.pdf,Albuquerque Public Schools,10,"The District shall not discriminate against any employee in the bargaining unit on the basis of race, color, religion, gender, gender identification, age, national origin, marital status, sexual orientation, place of residence, disability, membership or non-membership in any teacher organization, except when the District determines there is a bona fide occupational qualification.",The District,management,worker,shall,True,active,prohibition_verb,permission,prohibition,False,1.0,teacher_rights_and_conduct,True,
albuquerque_public_schools__atf_negotiated_agreement_2018_19__e7e5b93f,ATF-Negotiated-Agreement_2018-19.pdf,Albuquerque Public Schools,10,"shall represent equally all employees in the bargaining unit without discrimination, interference, restraint or coercion.",The Federation,worker,worker,shall,False,active,obligation_verb,obligation,obligation,True,1.0,teacher_rights_and_conduct,True,Independent clause split from preceding 'recognizes' clause per coordinate structure.
albuquerque_public_schools__atf_negotiated_agreement_2018_19__e7e5b93f,ATF-Negotiated-Agreement_2018-19.pdf,Albuquerque Public Schools,10,employees shall enjoy the rights of full citizenship.,employees,worker,worker,shall,False,active,rights_active,right,right,True,1.0,teacher_rights_and_conduct,True,
albuquerque_public_schools__atf_negotiated_agreement_2018_19__e7e5b93f,ATF-Negotiated-Agreement_2018-19.pdf,Albuquerque Public Schools,10,"an applicant must have at least a bachelor's degree and must have a valid teaching license, an occupational license, or be enrolled in an approved alternative licensure program from the State of New Mexico.",an applicant,worker,management,must,False,active,obligation_verb,obligation,obligation,True,1.0,other,True,
albuquerque_public_schools__atf_negotiated_agreement_2018_19__e7e5b93f,ATF-Negotiated-Agreement_2018-19.pdf,Albuquerque Public Schools,10,The District shall notify the Federation when a teacher is to be hired who does not possess at least a bachelor's degree.,The District,management,worker,shall,False,active,plain,obligation,obligation,True,1.0,other,True,
albuquerque_public_schools__atf_negotiated_agreement_2018_19__e7e5b93f,ATF-Negotiated-Agreement_2018-19.pdf,Albuquerque Public Schools,10,All existing and newly hired “I” licensed special education teachers will be obligated to participate in 12 hours of APS provided professional development.,All existing and newly hired “I” licensed special education teachers,worker,management,will,False,passive,obligation_verb,obligation,obligation,True,0.9,professional_development,True,
albuquerque_public_schools__atf_negotiated_agreement_2018_19__e7e5b93f,ATF-Negotiated-Agreement_2018-19.pdf,Albuquerque Public Schools,10,All teachers employed by the District shall be employed for the primary purpose of instructing children and/or rendering professional services for which they are licensed.,All teachers employed by the District,management,management,shall,False,passive,plain,obligation,obligation,True,1.0,other,True,Passive construction; implicit agent is the District/employer.
albuquerque_public_schools__atf_negotiated_agreement_2018_19__e7e5b93f,ATF-Negotiated-Agreement_2018-19.pdf,Albuquerque Public Schools,10,Teachers will be employed under contract for less than a full school year when a teaching vacancy will exceed sixty (60) duty days.,Teachers,management,management,will,False,passive,plain,obligation,obligation,True,0.9,other,True,Passive construction; implicit agent is the District/employer.
albuquerque_public_schools__atf_negotiated_agreement_2018_19__e7e5b93f,ATF-Negotiated-Agreement_2018-19.pdf,Albuquerque Public Schools,10,This provision may be waived upon approval by the Public Education Department.,This provision,management,management,may,False,passive,permission_verb,permission,permission,True,0.3,other,True,"Explicit agent named in 'by' phrase is an external state agency, not district management or workers."
albuquerque_public_schools__atf_negotiated_agreement_2018_19__e7e5b93f,ATF-Negotiated-Agreement_2018-19.pdf,Albuquerque Public Schools,11,A teacher who is short-term due to not holding a valid New Mexico teacher's license at the time of employment shall be reemployed by the District if he or she performs satisfactorily and presents a valid New Mexico teaching license or approved plan for completion of licensure requirements to the Department of Human Resources by May 1.,A teacher who is short-term due to not holding a valid New Mexico teacher's license at the time of employment,management,worker,shall,False,passive,rights_passive,right,obligation,False,1.0,job_security,True,
albuquerque_public_schools__atf_negotiated_agreement_2018_19__e7e5b93f,ATF-Negotiated-Agreement_2018-19.pdf,Albuquerque Public Schools,11,"If the requirements are not met by August 1, the teacher shall not be considered for reemployment.",the teacher,management,management,shall,True,passive,prohibition_verb,permission,prohibition,False,1.0,job_security,True,
albuquerque_public_schools__atf_negotiated_agreement_2018_19__e7e5b93f,ATF-Negotiated-Agreement_2018-19.pdf,Albuquerque Public Schools,11,A teacher who is short-term due to being in a position funded by a source other than the APS operational budget shall be reemployed by the District (with satisfactory performance) provided the funding is continued.,A teacher who is short-term due to being in a position funded by a source other than the APS operational budget,management,worker,shall,False,passive,rights_passive,right,obligation,False,1.0,job_security,True,
albuquerque_public_schools__atf_negotiated_agreement_2018_19__e7e5b93f,ATF-Negotiated-Agreement_2018-19.pdf,Albuquerque Public Schools,11,"Upon the successful completion of their third consecutive short-term contract (of at least 570 hours each), employees will be offered a regular contract for the following year.",employees,management,worker,will,False,passive,rights_passive,right,obligation,False,0.9,job_security,True,
albuquerque_public_schools__atf_negotiated_agreement_2018_19__e7e5b93f,ATF-Negotiated-Agreement_2018-19.pdf,Albuquerque Public Schools,11,"Birth certificates or other suitable proof of date of birth, New Mexico teaching licenses and college or university transcripts must be filed in the Department of Human Resources as soon as possible after employment is accepted.","Birth certificates or other suitable proof of date of birth, New Mexico teaching licenses and college or university transcripts",worker,management,must,False,passive,obligation_verb,obligation,obligation,True,1.0,other,True,
albuquerque_public_schools__atf_negotiated_agreement_2018_19__e7e5b93f,ATF-Negotiated-Agreement_2018-19.pdf,Albuquerque Public Schools,11,"In the case of teachers who are not new to the system, valid teaching licenses must be on file.",valid teaching licenses,worker,management,must,False,passive,obligation_verb,obligation,obligation,True,1.0,other,True,
albuquerque_public_schools__atf_negotiated_agreement_2018_19__e7e5b93f,ATF-Negotiated-Agreement_2018-19.pdf,Albuquerque Public Schools,11,The November paychecks and subsequent checks will not be issued to a teacher until such time as the required data is filed in the Department of Human Resources or evidence is given that the teacher is making a bona fide effort to secure the information.,The November paychecks and subsequent checks,management,management,will,True,passive,prohibition_verb,permission,prohibition,False,0.9,compensation,True,
albuquerque_public_schools__atf_negotiated_agreement_2018_19__e7e5b93f,ATF-Negotiated-Agreement_2018-19.pdf,Albuquerque Public Schools,12,All teachers are reemployed for the next school year unless notified at least ten (10) workdays prior to the last day of the school year.,All teachers,management,worker,,False,passive,rights_passive,right,obligation,False,0.85,job_security,True,
