document_id,file_name,district_name,chunk_index,quote,subject_text,acting_party,protected_party,modal,negation,voice,verb_lexical_category,statement_type,llm_judgment,statement_type_match,modal_strength,topic,quote_verified,notes
st_paul_public_schools__st_paul_agreement_teacher__fbbba452,St_Paul_Agreement_teacher.pdf,St. Paul Public Schools,5,"The Federation agrees to indemnify and hold the District harmless against any and all claims, suits, orders or judgments brought or issued against the District as a result of any action taken or not taken by District in compliance with the provisions of this section.",The Federation,worker,management,,False,active,plain,other,obligation,False,0.0,other,True,
st_paul_public_schools__st_paul_agreement_teacher__fbbba452,St_Paul_Agreement_teacher.pdf,St. Paul Public Schools,5,"In each school/fiscal year, the District will allow leave without loss of pay, up to a maximum of two hundred (200) person days total for the District, for teachers to participate in official business of the Federation.",the District,management,worker,will,False,active,plain,obligation,obligation,True,0.9,leave,True,
st_paul_public_schools__st_paul_agreement_teacher__fbbba452,St_Paul_Agreement_teacher.pdf,St. Paul Public Schools,5,"In an unusual circumstance, and following written specific request by the Federation, the Superintendent may, at his/her discretion, elect to authorize specified additional days beyond the two hundred (200) permitted herein.",the Superintendent,management,management,may,False,active,plain,permission,permission,True,0.3,leave,True,
st_paul_public_schools__st_paul_agreement_teacher__fbbba452,St_Paul_Agreement_teacher.pdf,St. Paul Public Schools,5,"Except for members of the Saint Paul Federation of Teachers Executive Board, no one teacher may be granted leave under this provision for more than five (5) person days in a school year.",no one teacher,management,management,may,True,passive,rights_passive,other,prohibition,False,0.0,leave,True,
st_paul_public_schools__st_paul_agreement_teacher__fbbba452,St_Paul_Agreement_teacher.pdf,St. Paul Public Schools,5,"The cost of substitute teacher service for any teachers released under this provision shall be paid by the Federation, as billed by the Business Office of the District.",The cost of substitute teacher service for any teachers released under this provision,management,management,shall,False,passive,plain,obligation,obligation,True,1.0,leave,True,
st_paul_public_schools__st_paul_agreement_teacher__fbbba452,St_Paul_Agreement_teacher.pdf,St. Paul Public Schools,6,"Part-time contracted teachers in a job share arrangement shall receive benefits provided part-time contracted teachers as described in Article 10, Section 1.",Part-time contracted teachers in a job share arrangement,worker,worker,shall,False,active,rights_active,right,obligation,False,1.0,benefits,True,
st_paul_public_schools__st_paul_agreement_teacher__fbbba452,St_Paul_Agreement_teacher.pdf,St. Paul Public Schools,6,Any teacher less than .5 FTE will not be eligible for benefits.,Any teacher less than .5 FTE,worker,management,will,True,active,plain,prohibition,prohibition,True,0.9,benefits,True,
st_paul_public_schools__st_paul_agreement_teacher__fbbba452,St_Paul_Agreement_teacher.pdf,St. Paul Public Schools,6,"If a job share position is eliminated by one of the job share partners or principal/administrator, the remaining teacher may elect to continue to work in the full-time assignment on the basis of his/her seniority if that teacher qualifies for full-time return rights as defined in 3.4 above.",the remaining teacher,worker,worker,may,False,active,plain,permission,permission,True,0.3,job_security,True,
st_paul_public_schools__st_paul_agreement_teacher__fbbba452,St_Paul_Agreement_teacher.pdf,St. Paul Public Schools,6,A principal may eliminate a job share for the following school year by providing notification to the job share participants by March 1.,A principal,management,management,may,False,active,plain,permission,permission,True,0.3,layoffs,True,
st_paul_public_schools__st_paul_agreement_teacher__fbbba452,St_Paul_Agreement_teacher.pdf,St. Paul Public Schools,6,A teacher that has been part of a job share position that is eliminated for any reason is eligible to request to continue with half-time status at the discretion of the District and the principal/program administrator.,A teacher that has been part of a job share position that is eliminated for any reason,worker,worker,,False,active,plain,other,right,False,0.0,job_security,True,
st_paul_public_schools__st_paul_agreement_teacher__fbbba452,St_Paul_Agreement_teacher.pdf,St. Paul Public Schools,6,The job share provisions of this subdivision are not subject to the grievance procedure.,The job share provisions of this subdivision,other,management,,True,active,plain,prohibition,prohibition,True,0.0,discipline,True,
st_paul_public_schools__st_paul_agreement_teacher__fbbba452,St_Paul_Agreement_teacher.pdf,St. Paul Public Schools,6,The teachers’ salary schedule is a part of a teacher’s continuing contract pursuant to the specific provisions of this Agreement.,The teachers’ salary schedule,other,worker,,False,active,plain,other,other,True,0.0,compensation,True,
st_paul_public_schools__st_paul_agreement_teacher__fbbba452,St_Paul_Agreement_teacher.pdf,St. Paul Public Schools,6,"The salaries reported in Schedules A-1 of Appendix A shall be a part of this Agreement for the 2009-2010 and 2010-2011 school years, respectively.",The salaries reported in Schedules A-1 of Appendix A,other,worker,shall,False,active,plain,obligation,obligation,True,1.0,compensation,True,
st_paul_public_schools__st_paul_agreement_teacher__fbbba452,St_Paul_Agreement_teacher.pdf,St. Paul Public Schools,6,Special groups of teachers described in Appendix B shall be compensated as indicated in Appendix B.,Special groups of teachers described in Appendix B,management,worker,shall,False,passive,rights_passive,right,obligation,False,1.0,compensation,True,
st_paul_public_schools__st_paul_agreement_teacher__fbbba452,St_Paul_Agreement_teacher.pdf,St. Paul Public Schools,6,District employees who are promoted into teaching positions will receive a promotional salary increase commensurate with the District’s promotional policy and procedure.,District employees who are promoted into teaching positions,worker,worker,will,False,active,rights_active,right,right,True,0.9,compensation,True,
st_paul_public_schools__st_paul_agreement_teacher__fbbba452,St_Paul_Agreement_teacher.pdf,St. Paul Public Schools,6,Contracted teachers shall be eligible for lane placement and lane change on the salary schedule as specified in the provisions of this Section.,Contracted teachers,worker,worker,shall,False,active,plain,obligation,obligation,True,1.0,compensation,True,
st_paul_public_schools__st_paul_agreement_teacher__fbbba452,St_Paul_Agreement_teacher.pdf,St. Paul Public Schools,7,"Undergraduate and graduate credits and degrees, to be considered for application to the salary schedule, shall be earned from an institution recognized for the purposes of certification by the Minnesota DOE","Undergraduate and graduate credits and degrees, to be considered for application to the salary schedule",management,management,shall,False,passive,rights_passive,right,obligation,False,1.0,compensation,True,
st_paul_public_schools__st_paul_agreement_teacher__fbbba452,St_Paul_Agreement_teacher.pdf,St. Paul Public Schools,7,course work from other institutions shall be considered only if the equivalent course content is not available through accredited institutions deemed by the Superintendent to be reasonably accessible to the teacher,course work from other institutions,management,management,shall,False,passive,rights_passive,right,obligation,False,1.0,compensation,True,
st_paul_public_schools__st_paul_agreement_teacher__fbbba452,St_Paul_Agreement_teacher.pdf,St. Paul Public Schools,7,All credits and degrees must support a teacher’s licensure area or other licensure area in the field of public education.,All credits and degrees,other,management,must,False,active,plain,obligation,obligation,True,1.0,compensation,True,
st_paul_public_schools__st_paul_agreement_teacher__fbbba452,St_Paul_Agreement_teacher.pdf,St. Paul Public Schools,7,All other course work must be pre-approved.,All other course work,management,management,must,False,passive,plain,obligation,obligation,True,1.0,compensation,True,
st_paul_public_schools__st_paul_agreement_teacher__fbbba452,St_Paul_Agreement_teacher.pdf,St. Paul Public Schools,7,"To be eligible for placement or lane advancement, all eligible course work must earn a C grade or better, Pass or Satisfactory.",all eligible course work,other,management,must,False,active,plain,obligation,obligation,True,1.0,compensation,True,
st_paul_public_schools__st_paul_agreement_teacher__fbbba452,St_Paul_Agreement_teacher.pdf,St. Paul Public Schools,7,Only classes taken on unpaid time and for which the District has not paid the tuition or fees for the course or reimbursed the employee for those costs can be eligible for lane credit.,Only classes taken on unpaid time and for which the District has not paid the tuition or fees for the course or reimbursed the employee for those costs,other,management,can,False,active,plain,permission,permission,True,0.3,compensation,True,
st_paul_public_schools__st_paul_agreement_teacher__fbbba452,St_Paul_Agreement_teacher.pdf,St. Paul Public Schools,7,Graduate credits earned through colleges and universities accredited to grant advanced degrees will be acceptable.,Graduate credits earned through colleges and universities accredited to grant advanced degrees,other,worker,will,False,active,plain,obligation,obligation,True,0.9,compensation,True,
st_paul_public_schools__st_paul_agreement_teacher__fbbba452,St_Paul_Agreement_teacher.pdf,St. Paul Public Schools,7,Course work offered by institutions not listed in this publication must be pre-approved.,Course work offered by institutions not listed in this publication,management,management,must,False,passive,plain,obligation,obligation,True,1.0,compensation,True,
st_paul_public_schools__st_paul_agreement_teacher__fbbba452,St_Paul_Agreement_teacher.pdf,St. Paul Public Schools,7,Undergraduate courses must have written approval of the Human Resource Department before they are taken to be eligible for lane advancement.,Undergraduate courses,other,management,must,False,active,rights_active,right,obligation,False,1.0,compensation,True,
st_paul_public_schools__st_paul_agreement_teacher__fbbba452,St_Paul_Agreement_teacher.pdf,St. Paul Public Schools,7,An “Undergraduate Pre-Approval Form” can be obtained in school offices and the Human Resource Department.,An “Undergraduate Pre-Approval Form”,management,worker,can,False,passive,rights_passive,right,other,False,0.3,compensation,True,
st_paul_public_schools__st_paul_agreement_teacher__fbbba452,St_Paul_Agreement_teacher.pdf,St. Paul Public Schools,7,Only those in-service courses established or approved by the Superintendent shall be recognized for lane change credit on the salary schedule upon successful completion of course requirements and satisfaction of relevance criteria.,Only those in-service courses established or approved by the Superintendent,management,management,shall,False,passive,rights_passive,right,obligation,False,1.0,compensation,True,
st_paul_public_schools__st_paul_agreement_teacher__fbbba452,St_Paul_Agreement_teacher.pdf,St. Paul Public Schools,7,A lifetime maximum of twenty-five (25) approved in-service credits for all lane changes is allowed.,A lifetime maximum of twenty-five (25) approved in-service credits for all lane changes,management,management,,False,passive,permission_verb,permission,permission,True,0.85,compensation,True,
st_paul_public_schools__st_paul_agreement_teacher__fbbba452,St_Paul_Agreement_teacher.pdf,St. Paul Public Schools,7,In-service credits earned for participation in an approved Professional Development Plan will be allowed beyond the 25 lifetime maximum for regular in-service credits.,In-service credits earned for participation in an approved Professional Development Plan,management,worker,will,False,passive,permission_verb,permission,permission,True,0.9,professional_development,True,
st_paul_public_schools__st_paul_agreement_teacher__fbbba452,St_Paul_Agreement_teacher.pdf,St. Paul Public Schools,7,School librarians who have earned the degree of bachelor of science in addition to another bachelor’s degree and whose work for the B.S. in library science represents an additional year of college education shall be eligible for credit on the B.A. + 45 lane.,School librarians who have earned the degree of bachelor of science in addition to another bachelor’s degree and whose work for the B.S. in library science represents an additional year of college education,worker,worker,shall,False,active,plain,obligation,obligation,True,1.0,compensation,True,
st_paul_public_schools__st_paul_agreement_teacher__fbbba452,St_Paul_Agreement_teacher.pdf,St. Paul Public Schools,8,"Occupational therapists and physical therapists who have earned the Neurodevelopmental Treatment Certification or other credits after July 1, 1980, which would normally be identified as in-service credits, may have such credits evaluated and applied for salary lane change purposes under the following conditions:","Occupational therapists and physical therapists who have earned the Neurodevelopmental Treatment Certification or other credits after July 1, 1980, which would normally be identified as in-service credits",worker,worker,may,False,active,permission_verb,permission,permission,True,0.3,compensation,True,
st_paul_public_schools__st_paul_agreement_teacher__fbbba452,St_Paul_Agreement_teacher.pdf,St. Paul Public Schools,8,"For each fifteen (15) credits (equivalent in time to quarter hours), these therapists shall be eligible for change to the adjacent salary schedule lane in accordance with all of the requirements of this Section, to a maximum of sixty (60) credits beyond the B.A. lane and placement on the B.A. + 60 lane of the salary schedule.",these therapists,worker,worker,shall,False,active,plain,obligation,obligation,True,1.0,compensation,True,
st_paul_public_schools__st_paul_agreement_teacher__fbbba452,St_Paul_Agreement_teacher.pdf,St. Paul Public Schools,8,Credits may be applied beyond the limits specified in 1.6 of this Subdivision,Credits,management,worker,may,False,passive,permission_verb,permission,permission,True,0.3,compensation,True,
st_paul_public_schools__st_paul_agreement_teacher__fbbba452,St_Paul_Agreement_teacher.pdf,St. Paul Public Schools,8,"all of the other provisions as to grades, quality of credits, timing of credit evaluation and so on, shall apply.","all of the other provisions as to grades, quality of credits, timing of credit evaluation and so on",other,management,shall,False,active,plain,obligation,obligation,True,1.0,compensation,True,
st_paul_public_schools__st_paul_agreement_teacher__fbbba452,St_Paul_Agreement_teacher.pdf,St. Paul Public Schools,8,Any “SPPS Graduate Equivalent” credits offered in the future by the District will be counted for lane change purposes in Saint Paul Public Schools as if they were earned from an accredited institution.,Any “SPPS Graduate Equivalent” credits offered in the future by the District,management,worker,will,False,passive,rights_passive,right,obligation,False,0.9,compensation,True,
st_paul_public_schools__st_paul_agreement_teacher__fbbba452,St_Paul_Agreement_teacher.pdf,St. Paul Public Schools,8,"Teachers hired in the Montessori program, who have received training in the Montessori method after completion of a Bachelor’s Degree at an accredited American Montessori Society or an accredited American Montessori Institute institution, whether taken for college credit or not, shall qualify for placement on the teacher’s salary schedule at BA+60, provided the Board has not paid for any part of the Montessori training.","Teachers hired in the Montessori program, who have received training in the Montessori method after completion of a Bachelor’s Degree at an accredited American Montessori Society or an accredited American Montessori Institute institution, whether taken for college credit or not",worker,worker,shall,False,active,plain,obligation,obligation,True,1.0,compensation,True,
st_paul_public_schools__st_paul_agreement_teacher__fbbba452,St_Paul_Agreement_teacher.pdf,St. Paul Public Schools,8,"Other placement and lane change provisions will apply pursuant to the rules set forth in Article 8, Section 2 of the collective bargaining agreement.",Other placement and lane change provisions,other,worker,will,False,active,plain,obligation,other,False,0.9,other,True,
st_paul_public_schools__st_paul_agreement_teacher__fbbba452,St_Paul_Agreement_teacher.pdf,St. Paul Public Schools,8,"A teacher who receives Montessori certification as part of his/her Bachelor’s Degree program shall be placed pursuant to the provisions of Article 8, Section 2 of the collective bargaining agreement and not as described in A above.",A teacher who receives Montessori certification as part of his/her Bachelor’s Degree program,management,worker,shall,False,passive,rights_passive,right,obligation,False,1.0,compensation,True,
st_paul_public_schools__st_paul_agreement_teacher__fbbba452,St_Paul_Agreement_teacher.pdf,St. Paul Public Schools,8,Teachers hired in the Montessori program who hold a Master’s Degree shall receive minimum placement beyond the MA+0 lane for Montessori certification as follows.,Teachers hired in the Montessori program who hold a Master’s Degree,worker,worker,shall,False,active,rights_active,right,right,True,1.0,compensation,True,
st_paul_public_schools__st_paul_agreement_teacher__fbbba452,St_Paul_Agreement_teacher.pdf,St. Paul Public Schools,9,"teachers shall receive credit for all graduate credits earned or the placement shown below, whichever is greater:",teachers,worker,worker,shall,False,active,rights_active,right,right,True,1.0,compensation,True,
st_paul_public_schools__st_paul_agreement_teacher__fbbba452,St_Paul_Agreement_teacher.pdf,St. Paul Public Schools,9,"Montessori teachers may qualify for higher placement based on eligible graduate or inservice credits earned pursuant to the provisions of Article 7, Section 2 of the collective bargaining agreement.",Montessori teachers,worker,worker,may,False,active,plain,permission,permission,True,0.3,compensation,True,
st_paul_public_schools__st_paul_agreement_teacher__fbbba452,St_Paul_Agreement_teacher.pdf,St. Paul Public Schools,9,"IT IS THE TEACHER’S RESPONSIBILITY TO OBTAIN THE SCHOOL DISTRICT’S LANE CHANGE INFORMATION PACKET FROM THE SCHOOL OFFICE, THE HUMAN RESOURCE DEPARTMENT, OR THE DISTRICT HR WEBSITE.",IT,other,management,,False,active,plain,other,obligation,False,0.0,other,True,Impersonal subject structure assigning duty to teacher.
st_paul_public_schools__st_paul_agreement_teacher__fbbba452,St_Paul_Agreement_teacher.pdf,St. Paul Public Schools,9,Evaluation of credits for lane changes shall be made within three (3) full pay periods after receipt of any of the following “official” materials: (1) official transcripts; (2) original grade reports; (3) original certificates of eligible in-service credits (4) electronic copies of transcripts or grade reports accessed from the granting institution.,Evaluation of credits for lane changes,management,worker,shall,False,passive,plain,obligation,obligation,True,1.0,compensation,True,
st_paul_public_schools__st_paul_agreement_teacher__fbbba452,St_Paul_Agreement_teacher.pdf,St. Paul Public Schools,9,The teacher is responsible for checking the materials for accuracy and completeness before sending them to the Human Resources Department.,The teacher,worker,management,,False,active,obligation_verb,obligation,obligation,True,0.85,other,True,
st_paul_public_schools__st_paul_agreement_teacher__fbbba452,St_Paul_Agreement_teacher.pdf,St. Paul Public Schools,9,Teachers who want written verification that the Human Resources Department has received any submitted materials must submit their materials with a “Teacher Lane Change: Explanatory Information Form.”,Teachers who want written verification that the Human Resources Department has received any submitted materials,worker,management,must,False,active,plain,obligation,obligation,True,1.0,other,True,
st_paul_public_schools__st_paul_agreement_teacher__fbbba452,St_Paul_Agreement_teacher.pdf,St. Paul Public Schools,9,"If the teacher wishes the verification sent to his/her home instead of his/her school, a self-addressed, stamped envelope must also be included.","a self-addressed, stamped envelope",worker,management,must,False,passive,plain,obligation,obligation,True,1.0,other,True,
st_paul_public_schools__st_paul_agreement_teacher__fbbba452,St_Paul_Agreement_teacher.pdf,St. Paul Public Schools,9,"Credit verification received in the Human Resource Department by September 30 shall apply, effective with the first day of regular employment in the traditional school year.",Credit verification received in the Human Resource Department by September 30,other,worker,shall,False,active,plain,obligation,obligation,True,1.0,compensation,True,
st_paul_public_schools__st_paul_agreement_teacher__fbbba452,St_Paul_Agreement_teacher.pdf,St. Paul Public Schools,9,Requests for lane changes submitted after April 30 will be held for evaluation,Requests for lane changes submitted after April 30,management,worker,will,False,passive,plain,obligation,obligation,True,0.9,compensation,True,Extracted as separate clause from coordinated structure.
st_paul_public_schools__st_paul_agreement_teacher__fbbba452,St_Paul_Agreement_teacher.pdf,St. Paul Public Schools,9,"Requests for lane changes submitted after April 30 will be applied, if granted, at the beginning of the following contract year.",Requests for lane changes submitted after April 30,management,management,will,False,passive,plain,obligation,obligation,True,0.9,compensation,True,Extracted as separate clause from coordinated structure.
st_paul_public_schools__st_paul_agreement_teacher__fbbba452,St_Paul_Agreement_teacher.pdf,St. Paul Public Schools,9,"Teachers who enroll in a Master’s Degree Program after January 10, 2004, will advance only one (1) lane per year upon completion of their Master’s Degree.","Teachers who enroll in a Master’s Degree Program after January 10, 2004,",worker,management,will,False,active,plain,obligation,prohibition,False,0.9,compensation,True,
st_paul_public_schools__st_paul_agreement_teacher__fbbba452,St_Paul_Agreement_teacher.pdf,St. Paul Public Schools,10,A contracted teacher will be advanced one full step on the salary schedule at the beginning of the school year provided the teacher was:,A contracted teacher,management,worker,will,False,passive,rights_passive,right,right,True,0.9,compensation,True,Clause ends with colon; conditions follow in bulleted list.
st_paul_public_schools__st_paul_agreement_teacher__fbbba452,St_Paul_Agreement_teacher.pdf,St. Paul Public Schools,10,People who have previously moved from part-time to full-time status will not have their step placement recalculated based on new rules.,People who have previously moved from part-time to full-time status,management,management,will,True,passive,plain,prohibition,prohibition,True,0.9,compensation,True,
st_paul_public_schools__st_paul_agreement_teacher__fbbba452,St_Paul_Agreement_teacher.pdf,St. Paul Public Schools,10,The teacher shall receive the step retroactively to the beginning of the school year provided that the elements of the improvement plan have been fulfilled.,The teacher,worker,worker,shall,False,active,rights_active,right,right,True,1.0,compensation,True,
st_paul_public_schools__st_paul_agreement_teacher__fbbba452,St_Paul_Agreement_teacher.pdf,St. Paul Public Schools,10,"A teacher whose regular contractual assignment in any given year is extended beyond the school year as defined in Article 13, Section 2, shall be compensated on a pro rata basis except as noted in Appendix B.","A teacher whose regular contractual assignment in any given year is extended beyond the school year as defined in Article 13, Section 2,",management,worker,shall,False,passive,rights_passive,right,right,True,1.0,compensation,True,
st_paul_public_schools__st_paul_agreement_teacher__fbbba452,St_Paul_Agreement_teacher.pdf,St. Paul Public Schools,10,"The benefits of Article 11: Compensatory Leaves of Absence, Sections 1 through 9 shall be available to such teachers during the additional days or weeks added to the regular contractual assignment;","The benefits of Article 11: Compensatory Leaves of Absence, Sections 1 through 9",management,worker,shall,False,passive,plain,obligation,obligation,True,1.0,leave,True,
st_paul_public_schools__st_paul_agreement_teacher__fbbba452,St_Paul_Agreement_teacher.pdf,St. Paul Public Schools,10,"However, a teacher who is assigned and works extended time shall earn one (1) additional day of sick leave for each four (4) full weeks of full-time w",a teacher who is assigned and works extended time,worker,worker,shall,False,active,rights_active,right,right,True,1.0,leave,True,Truncated at end of chunk.
st_paul_public_schools__st_paul_agreement_teacher__fbbba452,St_Paul_Agreement_teacher.pdf,St. Paul Public Schools,11,"However, a teacher who is assigned and works extended time shall earn one (1) additional day of sick leave for each four (4) full weeks of full-time work (See Article 11, Section 1, Subd. 1).",a teacher,worker,worker,shall,False,active,rights_active,right,right,True,1.0,leave,True,
st_paul_public_schools__st_paul_agreement_teacher__fbbba452,St_Paul_Agreement_teacher.pdf,St. Paul Public Schools,11,Total days of sick leave earned in any year cannot exceed fifteen (15).,Total days of sick leave earned in any year,other,management,,True,active,plain,prohibition,prohibition,True,0.0,leave,True,
