document_id,file_name,Question ID,topic category,question,answer,evidence,page number,confidence,coder notes
cleveland_metropolitan_school_district__cleveland_teachers_union_contract_2021_2024__5143642b,Cleveland_Teachers_Union_Contract_2021-2024.pdf,pay_salary_schedule_002,compensation,What year or years does the salary schedule cover?,"2021-2022, 2022-2023, and 2023-2024","2021-2022 (Effective July 1, 2021) 2022-2023 (Effective July 1, 2022) 2023-2024 (Effective July 1, 2023)",146,high,
cleveland_metropolitan_school_district__cleveland_teachers_union_contract_2021_2024__5143642b,Cleveland_Teachers_Union_Contract_2021-2024.pdf,pay_step_increment_003,compensation,Does the document explain annual step advancement or salary increments?,yes; Advancement occurs at the beginning of the next school year after receiving a 'Developing' or above rating for two consecutive years. 'Ineffective' ratings block movement until two consecutive years of 'Developing' or above. 'Accomplished'/'Skilled' ratings grant evaluation-based step credit during exemption years. Paraprofessionals advance one tier every two years.,Licensed/certificated bargaining unit members... who receive a Teacher Effectiveness Rating of “Developing” or above for two (2) consecutive years will move one (1) level at the beginning of the next school year... Certificated/licensed bargaining unit members... who earn a Teacher Effectiveness rating of “Ineffective” will not receive evaluation-based step credit and will not be eligible to move on the appropriate salary schedule until they have attained two (2) consecutive years of a Teacher Effectiveness Rating of “Developing” or above... Certificated/licensed bargaining unit members... with a Teacher Effectiveness Rating of “Accomplished” or “Skilled” receive evaluation-based step advancement credit during their exemption year(s)... Paraprofessionals and technicians will move one (1) tier on the salary schedule every two (2) years.,141-142,high,Updated evidence to include full provisions for Ineffective/Accomplished/Skilled ratings and paraprofessional advancement to fully support the detailed answer.
cleveland_metropolitan_school_district__cleveland_teachers_union_contract_2021_2024__5143642b,Cleveland_Teachers_Union_Contract_2021-2024.pdf,pay_prior_experience_005,compensation,Does the document state how prior teaching experience is credited for salary placement?,yes,"Employment District Year(s)... 1 year 1-4 years $31,615... 5-11 years $32,685... 16+ years $33,158",187,high,
cleveland_metropolitan_school_district__cleveland_teachers_union_contract_2021_2024__5143642b,Cleveland_Teachers_Union_Contract_2021-2024.pdf,pay_performance_pay_006,compensation,"Does the document include performance pay, merit pay, or evaluation-based compensation?","yes; Evaluation-based compensation tied to the Teacher Effectiveness Rating. Certificated/licensed bargaining unit members (and Sign Language/Educational Interpreters at 70%) with an 'Accomplished' rating receive a $4,000.00 one-time stipend, paid within 30 working days of state-approved eTPES data lock.","Any certificated/licensed bargaining unit member receiving a Teacher Effectiveness Rating of “Accomplished” shall receive a $4,000.00 one-time stipend immediately following the year in which the designation was earned and shall be paid no later than thirty (30) working days after the eTPES data is locked and approved by the state. Sign Language/Educational Interpreters receiving a Teacher Effectiveness Rating of “Accomplished” shall receive seventy percent (70%) of this stipend.",141,high,Updated evidence to include the 70% stipend provision for Sign Language/Educational Interpreters to fully match the answer.
cleveland_metropolitan_school_district__cleveland_teachers_union_contract_2021_2024__5143642b,Cleveland_Teachers_Union_Contract_2021-2024.pdf,pay_performance_pay_007,compensation,How are teachers evaluated for purposes of performance-based pay eligibility?,Accomplished OTES rating (or equivalent Danielson-anchored evaluation system rating),"5. For members with an “Accomplished” OTES rating (or the equivalent from another Danielson-anchored evaluation system) from the previous school year, the member will be given one (1) level of credit on the CDCS Schedule.",199,high,
cleveland_metropolitan_school_district__cleveland_teachers_union_contract_2021_2024__5143642b,Cleveland_Teachers_Union_Contract_2021-2024.pdf,pay_cost_of_living_007,compensation,Does the document specify across-the-board raises or COLA percentages?,yes,"shall be increased by three percent (3.0%) effective July 1, 2021. Effective July 1, 2022... increased by three percent (3.0%)... Effective July 1, 2023... increased by two percent (2.0%).",140,high,
cleveland_metropolitan_school_district__cleveland_teachers_union_contract_2021_2024__5143642b,Cleveland_Teachers_Union_Contract_2021-2024.pdf,pay_extra_duty_schedule_008,compensation,Does the document include an extra-duty or supplemental pay schedule?,yes,"The Coaches Review Committee will be formed... This group will revise the compensation schedule for coaching differentials according to the following guidelines... Compensation for each athletic director, coach, and assistant coach differential shall be presented as an index... Elementary Building Differentials... allocation of funds for Grade-Level Chairpersons of $400,000.",113-118,high,
cleveland_metropolitan_school_district__cleveland_teachers_union_contract_2021_2024__5143642b,Cleveland_Teachers_Union_Contract_2021-2024.pdf,pay_hardtostaff_sped_009,compensation,"Does the document provide additional pay, stipends, or salary differentials for special education teachers?",yes,"District shall pay the affected intervention specialist/related service provider... at the class-size overage rate... $5.00 per student, per day, for special education students over the caseload... or $1.00 per student, per period... School Psychologists who are required to complete more than 55 ETRs shall be paid as follows: $250 for each ETR... from 56 to 60 cases; $500... over 60 cases.",41,high,
cleveland_metropolitan_school_district__cleveland_teachers_union_contract_2021_2024__5143642b,Cleveland_Teachers_Union_Contract_2021-2024.pdf,pay_hardtostaff_stem_010,compensation,"Does the document provide additional pay, stipends, or salary differentials for teachers in STEM subjects?",not_discussed,,not_applicable,high,
cleveland_metropolitan_school_district__cleveland_teachers_union_contract_2021_2024__5143642b,Cleveland_Teachers_Union_Contract_2021-2024.pdf,pay_hardtostaff_other_011,compensation,"Does the document provide additional pay, stipends, or salary differentials for teachers in high-need subjects or schools other than special education or STEM?",yes,Hard to Staff Subjects/ Grade Levels | Designated by Board of Education as Hard to Staff,153,high,
cleveland_metropolitan_school_district__cleveland_teachers_union_contract_2021_2024__5143642b,Cleveland_Teachers_Union_Contract_2021-2024.pdf,pay_hardtostaff_schools_012,compensation,"Does the document provide incentives specifically for teaching in hard-to-staff, high-need, Title I, or priority schools, regardless of subject?",yes,"Hard to Staff Schools*: Designated by Board of Education as Hard to Staff; $1,040 (2021-22), $1,072 (2022-23), $1,093 (2023-24).",197,high,
cleveland_metropolitan_school_district__cleveland_teachers_union_contract_2021_2024__5143642b,Cleveland_Teachers_Union_Contract_2021-2024.pdf,pay_experience_credit_indistrict_013,compensation,Does the document specify how prior in-district teaching experience is credited for initial salary placement?,not_discussed,,not_applicable,high,
cleveland_metropolitan_school_district__cleveland_teachers_union_contract_2021_2024__5143642b,Cleveland_Teachers_Union_Contract_2021-2024.pdf,pay_experience_credit_outofdistrict_014,compensation,Does the document specify how out-of-district but in-state teaching experience is credited for salary placement?,yes,"For every three years of experience in another district/school, the member will be given one (1) level of credit on the CDCS Schedule.",199,high,
cleveland_metropolitan_school_district__cleveland_teachers_union_contract_2021_2024__5143642b,Cleveland_Teachers_Union_Contract_2021-2024.pdf,pay_experience_credit_outofstate_015,compensation,Does the document specify how out-of-state teaching experience is credited for salary placement?,not_discussed,,not_applicable,high,
cleveland_metropolitan_school_district__cleveland_teachers_union_contract_2021_2024__5143642b,Cleveland_Teachers_Union_Contract_2021-2024.pdf,pay_experience_credit_military_public_016,compensation,Does the document credit military service or other public service for salary placement?,not_discussed,,not_applicable,high,
cleveland_metropolitan_school_district__cleveland_teachers_union_contract_2021_2024__5143642b,Cleveland_Teachers_Union_Contract_2021-2024.pdf,pay_national_board_017,compensation,Does the document provide extra pay for National Board certification or similar advanced certification?,not_discussed,,not_applicable,high,
cleveland_metropolitan_school_district__cleveland_teachers_union_contract_2021_2024__5143642b,Cleveland_Teachers_Union_Contract_2021-2024.pdf,benefits_health_001,benefits,Does the document state that health or medical insurance is available to teachers?,yes,All certificated bargaining unit members who work 19 or more hours per week will be eligible for health insurance (including prescription drug) coverage (and are eligible for dental and vision care benefits) on the same terms as full-time employees.,134,high,"Updated evidence to directly cite Article 30, Section 1.A, which explicitly confirms health insurance availability for teachers, rather than the indirect pre-service orientation quote."
cleveland_metropolitan_school_district__cleveland_teachers_union_contract_2021_2024__5143642b,Cleveland_Teachers_Union_Contract_2021-2024.pdf,benefits_health_contribution_002,benefits,What employer contribution toward health insurance is stated?,not_discussed,,not_applicable,high,
cleveland_metropolitan_school_district__cleveland_teachers_union_contract_2021_2024__5143642b,Cleveland_Teachers_Union_Contract_2021-2024.pdf,benefits_health_employee_premium_003,benefits,What employee health insurance premium or contribution is stated?,"Aetna/MMO PPO: 10% of monthly premium (COBRA rate), capped at $110 single/$235 family; wellness discount: $85 single/$190 family. UHChoice: $50 single/$120 family; wellness discount: $35 single/$100 family.","Employees who enroll in either single or family coverage will pay the following employee contributions for Aetna and MMO SuperMed Plus PPO effective July 1, 2019, an amount equal to ten percent (10%) of the monthly premium (COBRA equivalency)... The monthly contributions for Aetna and MMO SuperMed Plus PPO shall be subject to the following monthly caps for the duration of this agreement: (i) for single coverage - $110.00 and (ii) for family coverage - $235.00. Employees who enroll in either single or family coverage will pay the following employee contributions for the duration of this agreement for UHChoice: (i) for single coverage - $50.00 and (ii) for family coverage - $120.00. However, if an employee and covered spouse (if the District is the primary provider for health care for both the employee and spouse) annually voluntarily participates prior to the open enrollment period (1) in biometric testing consisting of Body Mass Index (BMI), glucose, blood pressure, and cholesterol testing and (2) completes a health risk assessment, the above employee contribution shall be reduced to the following: (i) for Aetna and MMO—single coverage--$85.00, family coverage--$190.00; and (ii) for UHChoice—single coverage--$35.00, family coverage--$100.00.",136-137,high,
cleveland_metropolitan_school_district__cleveland_teachers_union_contract_2021_2024__5143642b,Cleveland_Teachers_Union_Contract_2021-2024.pdf,benefits_dependent_health_004,benefits,"Does the document mention dependent, spouse, family, or domestic partner health coverage?","yes. Eligible categories: spouse, dependents. Contribution rules: Spouse with other employer coverage requires $150/mo additional contribution; both employee and spouse must complete wellness testing for discounted rates; family/single coverage options available.","Except as provided in Subsection E.7 below, if a bargaining unit member enrolls his/her spouse in any of the District’s health insurance plans and that spouse is eligible to participate (either as a current employee or retiree) in group health insurance sponsored by his/her employer or retirement plan, the bargaining unit member shall pay a contribution of $150.00 per month in addition to the employee monthly contribution for family coverage set forth in Section 2A below... However, if an employee and covered spouse (if the District is the primary provider for health care for both the employee and spouse) annually voluntarily participates prior to the open enrollment period (1) in biometric testing consisting of Body Mass Index (BMI), glucose, blood pressure, and cholesterol testing and (2) completes a health risk assessment, the above employee contribution shall be reduced to the following... Where the District is the primary provider for healthcare to the employee and the employee’s spouse, both the employee and spouse must successfully complete the testing and assessment to receive the lower rate set forth in this paragraph.",135-136,high,"Updated evidence to explicitly cite the $150 spouse surcharge and the joint wellness testing requirement for discounted rates, strengthening the support for the coded answer."
cleveland_metropolitan_school_district__cleveland_teachers_union_contract_2021_2024__5143642b,Cleveland_Teachers_Union_Contract_2021-2024.pdf,benefits_health_plan_type_005,benefits,What health plan types are described?,"PPO (Aetna, Medical Mutual SuperMed Plus PPO), UHChoice, and self-insured program.","each eligible employee may elect either single or family coverage from one of the following health care provider plans: Aetna, Medical Mutual SuperMed Plus, or UHChoice. The level of health insurance, prescription drug insurance, dental, and vision coverage provided, or in the case of self-insurance, under the self-insurance program, will be the same as provided on December 31, 2016",136,high,
cleveland_metropolitan_school_district__cleveland_teachers_union_contract_2021_2024__5143642b,Cleveland_Teachers_Union_Contract_2021-2024.pdf,benefits_dental_006,benefits,Does the document state that dental insurance is available?,yes. Plan names: Basic Dental Care and Enhanced Dental Plan. Eligible: All employees. Employer contribution: District pays full cost for Basic Dental Care.,All employees will be covered by a dental care program administered through a provider mutually agreeable to the parties. All employees will be covered by a Basic Dental Care program as set forth in Appendix P. The District will pay the full cost of this program. Employees may also elect to participate in the Enhanced Dental Plan program as set forth in Appendix P1.,138,high,
cleveland_metropolitan_school_district__cleveland_teachers_union_contract_2021_2024__5143642b,Cleveland_Teachers_Union_Contract_2021-2024.pdf,benefits_vision_007,benefits,Does the document state that vision or optical insurance is available?,yes,All employees will be covered by a vision care program administered through a provider mutually agreeable to the parties. The District will pay the full cost of this program.,138,high,
cleveland_metropolitan_school_district__cleveland_teachers_union_contract_2021_2024__5143642b,Cleveland_Teachers_Union_Contract_2021-2024.pdf,benefits_life_008,benefits,Does the document provide district-paid or voluntary life insurance?,yes,"The District shall underwrite the cost of a $10,000 group life insurance policy for all regular employees. The District also will provide employees with the option of purchasing up to $500,000 of life insurance through payroll deduction up to the limits of the policies in effect, but not less than $10,000.",139,high,
cleveland_metropolitan_school_district__cleveland_teachers_union_contract_2021_2024__5143642b,Cleveland_Teachers_Union_Contract_2021-2024.pdf,benefits_disability_009,benefits,Does the document mention short-term or long-term disability coverage?,not_discussed,,not_applicable,high,
cleveland_metropolitan_school_district__cleveland_teachers_union_contract_2021_2024__5143642b,Cleveland_Teachers_Union_Contract_2021-2024.pdf,benefits_retirement_contribution_010,benefits,What employer retirement or pension contribution is stated?,District pays the employee's share of STRS/SERS payments,The District agrees to pay the employee’s share of the payment to the State Teachers Retirement System (STRS) and State Employees Retirement System (SERS) in accordance with Ohio Attorney General’s Opinion 82-097.,140,high,
cleveland_metropolitan_school_district__cleveland_teachers_union_contract_2021_2024__5143642b,Cleveland_Teachers_Union_Contract_2021-2024.pdf,benefits_leave_continuation_011,benefits,Does the document state whether insurance benefits continue during paid or unpaid leave?,yes,"Health care/prescription drug and life insurance coverage may be continued for any employee who becomes payroll inactive (such as resignation or a leave of absence) as follows: 1. In order to continue health care/prescription drug insurance, the inactive employee will be provided rights consistent with COBRA eligibility. 2. In order to continue life insurance coverage, the inactive employee must contact the insurance company and arrange for direct billing within thirty-one (31) days from the last day of active payroll status.",139,high,
cleveland_metropolitan_school_district__cleveland_teachers_union_contract_2021_2024__5143642b,Cleveland_Teachers_Union_Contract_2021-2024.pdf,benefits_retiree_012,benefits,"Does the document provide retiree health, dental, life, or other post-employment benefits?",yes,"Bargaining unit members whose separation date is on or after the end of the member’s school year as set forth in the member’s contract will continue to receive District-paid health care/prescription drug insurance, vision, dental care, and group life insurance protections through August 31... health care/prescription drug, vision, dental, and group life insurance protection will be extended through the end of the month in which the employee separates from the District, whether due to retirement, resignation or termination.",139,high,Updated confidence to high as the evidence explicitly and directly confirms retiree post-employment benefits.
cleveland_metropolitan_school_district__cleveland_teachers_union_contract_2021_2024__5143642b,Cleveland_Teachers_Union_Contract_2021-2024.pdf,leave_sick_days_001,leave,How many paid sick leave days are granted per year?,18,Each eligible employee shall have 18 sick leave days,93,high,
cleveland_metropolitan_school_district__cleveland_teachers_union_contract_2021_2024__5143642b,Cleveland_Teachers_Union_Contract_2021-2024.pdf,leave_sick_accrual_002,leave,"Does sick leave accumulate or carry over, and what cap is stated?","accumulates, unlimited cap",Employees may accumulate an unlimited number of sick leave days.,93,high,
cleveland_metropolitan_school_district__cleveland_teachers_union_contract_2021_2024__5143642b,Cleveland_Teachers_Union_Contract_2021-2024.pdf,leave_sick_family_003,leave,May teachers use sick leave for family illness or family care?,yes,"Employees may use sick leave, upon approval of the responsible administrative officer of the employing unit, for absence due to personal illness, pregnancy, injury, exposure to contagious diseases which could be communicated to other employees, and to illness, injury or death in the employee’s immediate family.",93,high,
cleveland_metropolitan_school_district__cleveland_teachers_union_contract_2021_2024__5143642b,Cleveland_Teachers_Union_Contract_2021-2024.pdf,leave_personal_days_004,leave,How many paid personal leave days are granted per year?,not_discussed,,not_applicable,high,
cleveland_metropolitan_school_district__cleveland_teachers_union_contract_2021_2024__5143642b,Cleveland_Teachers_Union_Contract_2021-2024.pdf,leave_personal_restrictions_005,leave,What restrictions apply to personal leave use?,"Approval from the responsible administrative officer is required, and employees must furnish a written, signed statement on District-prescribed forms to justify the use.","Employees may use sick leave, upon approval of the responsible administrative officer of the employing unit, for absence due to personal illness... The District shall require all personnel to furnish a written, signed statement on forms prescribed by the District to justify the use of sick leave",93,high,[cross-question]
cleveland_metropolitan_school_district__cleveland_teachers_union_contract_2021_2024__5143642b,Cleveland_Teachers_Union_Contract_2021-2024.pdf,leave_personal_conversion_006,leave,"Does unused personal leave convert to sick leave, cash, or another benefit?",not_discussed,,not_applicable,high,
cleveland_metropolitan_school_district__cleveland_teachers_union_contract_2021_2024__5143642b,Cleveland_Teachers_Union_Contract_2021-2024.pdf,leave_bereavement_days_007,leave,How many bereavement leave days are available?,not_discussed,,not_discussed,high,
cleveland_metropolitan_school_district__cleveland_teachers_union_contract_2021_2024__5143642b,Cleveland_Teachers_Union_Contract_2021-2024.pdf,leave_bereavement_relatives_008,leave,Which relatives or household members are covered by bereavement leave?,not_discussed,,not_discussed,high,
cleveland_metropolitan_school_district__cleveland_teachers_union_contract_2021_2024__5143642b,Cleveland_Teachers_Union_Contract_2021-2024.pdf,leave_parental_paid_009,leave,"Does the document provide paid parental, bonding, maternity, paternity, or adoption leave beyond accrued sick leave?",no,An employee shall be granted an unpaid parental leave of absence of up to three (3) years. The employee shall be afforded the opportunity to use accumulated paid sick leave during such parental leave for up to one (1) year,96,high,
cleveland_metropolitan_school_district__cleveland_teachers_union_contract_2021_2024__5143642b,Cleveland_Teachers_Union_Contract_2021-2024.pdf,leave_pregnancy_disability_010,leave,"Does the document address pregnancy, childbirth, or temporary disability leave?",yes,A pregnant employee may continue working until such date as she and her physician determine that she should no longer work.,96,high,
cleveland_metropolitan_school_district__cleveland_teachers_union_contract_2021_2024__5143642b,Cleveland_Teachers_Union_Contract_2021-2024.pdf,leave_adoption_childcare_011,leave,"Does the document provide adoption, child care, or bonding leave?",yes,An employee adopting a child under the age of three (3) shall be eligible for parental leave of the same duration as a parent with a newborn.,96,high,
cleveland_metropolitan_school_district__cleveland_teachers_union_contract_2021_2024__5143642b,Cleveland_Teachers_Union_Contract_2021-2024.pdf,leave_fmla_012,leave,Does the document discuss Family and Medical Leave Act rights or equivalent family medical leave?,yes,FMLA Leave Forms,167,high,
cleveland_metropolitan_school_district__cleveland_teachers_union_contract_2021_2024__5143642b,Cleveland_Teachers_Union_Contract_2021-2024.pdf,leave_absence_reporting_013,leave,Does the document specify absence reporting or substitute-request procedures for teachers?,yes,"Supervisors must inform employees of the absence reporting practices in writing, including where, when, and whom to call when reporting an absence. Employees must report all absences prior to the start of their work time, or as soon thereafter as possible.",91,high,
cleveland_metropolitan_school_district__cleveland_teachers_union_contract_2021_2024__5143642b,Cleveland_Teachers_Union_Contract_2021-2024.pdf,workload_work_year_days_001,workload,How many teacher work days or duty days are required in the regular work year?,185,working over the normal 185-day school year in the approved Board calendar,142,high,
cleveland_metropolitan_school_district__cleveland_teachers_union_contract_2021_2024__5143642b,Cleveland_Teachers_Union_Contract_2021-2024.pdf,workload_workday_length_002,workload,What is the required length of the teacher workday?,420 minutes,"420 minutes, which is the standard teacher workday outlined in Section 2 of this Article.",30,high,Updated page number from 29 to 30 to align with the provided document text.
cleveland_metropolitan_school_district__cleveland_teachers_union_contract_2021_2024__5143642b,Cleveland_Teachers_Union_Contract_2021-2024.pdf,workload_prep_guarantee_003,workload,Does the document guarantee teacher planning or preparation time?,yes,"1 planning period (at PreK-8, fifty (50) minutes) during each student instructional day;",27,high,
cleveland_metropolitan_school_district__cleveland_teachers_union_contract_2021_2024__5143642b,Cleveland_Teachers_Union_Contract_2021-2024.pdf,workload_prep_minutes_004,workload,How much planning or preparation time is guaranteed?,50 minutes for PreK-8; 1 period for others,"1 planning period (at PreK-8, fifty (50) minutes) during each student instructional day;",27,high,
cleveland_metropolitan_school_district__cleveland_teachers_union_contract_2021_2024__5143642b,Cleveland_Teachers_Union_Contract_2021-2024.pdf,workload_prep_protected_005,workload,"Does the document restrict use of planning time for meetings, coverage, or other duties?",yes,"Teachers’ planning periods assigned during the student day are to be used for pupil and/or parent conferences, lesson preparation, collegiality or any other relevant instructional effort in the building and may not be assigned by an administrator.",32,high,
cleveland_metropolitan_school_district__cleveland_teachers_union_contract_2021_2024__5143642b,Cleveland_Teachers_Union_Contract_2021-2024.pdf,workload_lunch_duty_free_006,workload,Does the document guarantee a duty-free lunch?,yes,"Each teacher is to have a duty-free, uninterrupted lunch period of a minimum of forty (40) minutes.",28,high,
cleveland_metropolitan_school_district__cleveland_teachers_union_contract_2021_2024__5143642b,Cleveland_Teachers_Union_Contract_2021-2024.pdf,workload_lunch_minutes_007,workload,How many minutes is the lunch period?,40,"Each teacher is to have a duty-free, uninterrupted lunch period of a minimum of forty (40) minutes.",28,high,
cleveland_metropolitan_school_district__cleveland_teachers_union_contract_2021_2024__5143642b,Cleveland_Teachers_Union_Contract_2021-2024.pdf,workload_meetings_limits_008,workload,"Does the document limit required faculty, staff, department, or PLC meetings?",yes,"Mandatory meetings shall be limited to the following: 1. District-sponsored open house efforts. 2. Professional day in-service developed in the following manner... 4. All other meetings, inclusive of parent-teacher conferences and/or staff development initiatives, shall be voluntary and developed with general staff consensus",32,high,
cleveland_metropolitan_school_district__cleveland_teachers_union_contract_2021_2024__5143642b,Cleveland_Teachers_Union_Contract_2021-2024.pdf,workload_nonteaching_duties_009,workload,"Does the document describe non-teaching duties such as supervision, lunch duty, bus duty, hall duty, or clerical duties?",yes,"Beginning with the 2021-22 school year, all PreK-8 teachers, including ESP teachers, will be scheduled for one “non-instructional tasks” period per week. This “non-instructional tasks” period may be used for activities such as Head Start compliance, Step Up to Quality, KRAs, RIMPs, TDES (e.g., growth plans, improvement plans, entering evidence, pre-conferences, post-conferences, and composite conferences), SST forms, IEPs, or other classroom related activities other than instruction with students.",29,high,
cleveland_metropolitan_school_district__cleveland_teachers_union_contract_2021_2024__5143642b,Cleveland_Teachers_Union_Contract_2021-2024.pdf,class_size_limits_001,class size,"Does the document include class-size limits, caps, goals, or review procedures?",yes,"The class size for Child Development (regular PreK) with one (1) teacher and one (1) educational aide shall be 20... For grades K-3, the class size shall be 25 including ESP... For grades 4-8, the class size shall be 28, including ESP... For grades 9-12, the class size shall be 30, including art and music... For grades 9-12 P.E., class size shall be 33.",36,high,
