document_id,file_name,Question ID,topic category,question,answer,evidence,page number,confidence,coder notes
omaha_public_schools__2013_2014_master_agreement_omaha__fe2e1c57,2013-2014_MASTER_AGREEMENT_Omaha.pdf,benefits_dependent_health_004,benefits,"Does the document mention dependent, spouse, family, or domestic partner health coverage?","Yes. Eligible for full-time employees with at least three consecutive years of service, and part-time employees after three consecutive years of employment. District contributes 60% of the dependent premium for eligible full-time employees.","Effective September 1, 2006, the School District shall pay the equivalent of 60% of the dependent premium under an Employee Preferred Provider Organization Group Hospital-Surgical-Major Medical Insurance Plan approved by the Board of Education for all full-time employees who have been with the School District of Omaha a minimum of three consecutive years... After three consecutive years of part-time employment, the employee shall become eligible for dependent coverage.","29, 21",high,None
omaha_public_schools__2013_2014_master_agreement_omaha__fe2e1c57,2013-2014_MASTER_AGREEMENT_Omaha.pdf,benefits_health_plan_type_005,benefits,What health plan types are described?,"PPO (Preferred Provider Organization). Specifically, the Blue Cross/Blue Shield Blue Preferred (PPO) Plan and the Educator’s Health Alliance Blue Cross/Blue Shield Blue Preferred ($600 deductible PPO) program.",The School District is currently providing Blue Cross/Blue Shield Blue Preferred (PPO) Plan to all full-time employees. Present plans call for the school district to participate in the Educator’s Health Alliance Blue Cross/Blue Shield Blue Preferred ($600 deductible PPO) Health and Dental Care (80% Coverage A and B and 50% C) Program.,"28, 29",high,"Updated evidence to explicitly include the second PPO program description found on page 29, ensuring both plan types cited in the answer are directly supported."
omaha_public_schools__2013_2014_master_agreement_omaha__fe2e1c57,2013-2014_MASTER_AGREEMENT_Omaha.pdf,benefits_dental_006,benefits,Does the document state that dental insurance is available?,Yes. Included as part of the health and accident insurance package.,Present plans call for the school district to participate in the Educator’s Health Alliance Blue Cross/Blue Shield Blue Preferred ($600 deductible PPO) Health and Dental Care (80% Coverage A and B and 50% C) Program.,29,high,None
omaha_public_schools__2013_2014_master_agreement_omaha__fe2e1c57,2013-2014_MASTER_AGREEMENT_Omaha.pdf,benefits_vision_007,benefits,Does the document state that vision or optical insurance is available?,not_discussed,,not_discussed,high,
omaha_public_schools__2013_2014_master_agreement_omaha__fe2e1c57,2013-2014_MASTER_AGREEMENT_Omaha.pdf,benefits_life_008,benefits,Does the document provide district-paid or voluntary life insurance?,yes,"Any employee may, upon direct authorization by such employee, accepted by the School District, request deductions for tax-sheltered annuities, health insurance, supplemental term life insurance, credit union, U.S. savings bonds and United Way.",5,high,
omaha_public_schools__2013_2014_master_agreement_omaha__fe2e1c57,2013-2014_MASTER_AGREEMENT_Omaha.pdf,benefits_disability_009,benefits,Does the document mention short-term or long-term disability coverage?,yes,"The School District of Omaha shall provide long-term disability benefits for full-time employees incurring long illness. This plan provides a monthly benefit of 60% of the employee’s monthly gross salary, to a maximum of $5,000.",30,high,
omaha_public_schools__2013_2014_master_agreement_omaha__fe2e1c57,2013-2014_MASTER_AGREEMENT_Omaha.pdf,benefits_retirement_contribution_010,benefits,What employer retirement or pension contribution is stated?,not_discussed,,not_discussed,high,
omaha_public_schools__2013_2014_master_agreement_omaha__fe2e1c57,2013-2014_MASTER_AGREEMENT_Omaha.pdf,benefits_leave_continuation_011,benefits,Does the document state whether insurance benefits continue during paid or unpaid leave?,yes,"Employees who are disabled are allowed to continue participation in the Board of Education group hospitalization, surgical and major medical program for three months following the expiration of sick leave at Board of Education expense.",30,high,
omaha_public_schools__2013_2014_master_agreement_omaha__fe2e1c57,2013-2014_MASTER_AGREEMENT_Omaha.pdf,benefits_retiree_012,benefits,"Does the document provide retiree health, dental, life, or other post-employment benefits?",yes,applied to provide supplemental retirement income benefits and/or post-retirement medical care benefits pursuant to the terms and conditions of the Omaha Public Schools Accumulated Sick Leave Conversion Plan.,20,high,
omaha_public_schools__2013_2014_master_agreement_omaha__fe2e1c57,2013-2014_MASTER_AGREEMENT_Omaha.pdf,leave_sick_days_001,leave,How many paid sick leave days are granted per year?,12,an annual sick leave allocation equal to one sick leave day per month of employment,-38-,high,
omaha_public_schools__2013_2014_master_agreement_omaha__fe2e1c57,2013-2014_MASTER_AGREEMENT_Omaha.pdf,leave_sick_accrual_002,leave,"Does sick leave accumulate or carry over, and what cap is stated?",Yes. Cap formula: (contract days - paid vacation days) × 90/190. Increases by 2 days per year of perfect attendance after max.,"Sick leave may be accumulated, based on the individual's annual allocation, to a maximum based on the following formula: number of contract days minus the number of paid vacation days multiplied by the ratio 90/190. ... after an employee has accumulated the maximum days of sick leave ... the employee shall be awarded two additional days toward the employee's maximum accumulation ... for each year of perfect attendance occurring after accumulation of the maximum days of sick leave.",-38-,high,Updated evidence to include the perfect attendance provision to fully support the stated cap increase.
omaha_public_schools__2013_2014_master_agreement_omaha__fe2e1c57,2013-2014_MASTER_AGREEMENT_Omaha.pdf,leave_sick_family_003,leave,May teachers use sick leave for family illness or family care?,yes,Eight (8) days per year of the employee's accumulated sick leave may be used for the illness of an immediate family member.,-38-,high,
omaha_public_schools__2013_2014_master_agreement_omaha__fe2e1c57,2013-2014_MASTER_AGREEMENT_Omaha.pdf,leave_personal_days_004,leave,How many paid personal leave days are granted per year?,2,"Personal leave may be granted to a maximum of two days per year, one day per semester for first year employees.",-34-,high,
omaha_public_schools__2013_2014_master_agreement_omaha__fe2e1c57,2013-2014_MASTER_AGREEMENT_Omaha.pdf,leave_personal_restrictions_005,leave,What restrictions apply to personal leave use?,"Cannot be requested during the first five student contact days, last ten contracted days, or days immediately before/after holidays/recess (except for specific listed reasons). Business transactions should be after 3:00 p.m. when possible.","Personal leave cannot be requested during the first five student contact days or the last ten contracted days or on days immediately preceding or following a district observed federal or school holiday and/or recess period except for the following reasons. Whenever possible, business transactions shall be scheduled after 3:00 p.m.",-34-,high,Updated evidence to include the business transaction timing restriction to fully support the answer.
omaha_public_schools__2013_2014_master_agreement_omaha__fe2e1c57,2013-2014_MASTER_AGREEMENT_Omaha.pdf,leave_personal_conversion_006,leave,"Does unused personal leave convert to sick leave, cash, or another benefit?",yes,"Each school year that an employee has unused personal leave days, the employee shall be awarded one additional day of accumulated sick leave for each day of unused personal leave, subject to limitations on maximum accumulation.",-38-,high,
omaha_public_schools__2013_2014_master_agreement_omaha__fe2e1c57,2013-2014_MASTER_AGREEMENT_Omaha.pdf,leave_bereavement_days_007,leave,How many bereavement leave days are available?,4 paid consecutive workdays for immediate relative (+1 if travel >200 miles); 1 paid day for other near relative (+1 if travel >200 miles).,"Absence from work will be allowed so that the employee may have four consecutive workdays following the death of an immediate relative without loss of pay... Employees who are required to travel a minimum of two hundred miles (200) one way to attend the funeral of an immediate relative will be granted an additional day of leave. For the purpose of attending the funeral of any other near relative, an employee may be allowed a maximum of one day's absence without loss of pay. Employees who must travel a minimum of 200 miles one way will be granted an additional day of leave.",34,high,
omaha_public_schools__2013_2014_master_agreement_omaha__fe2e1c57,2013-2014_MASTER_AGREEMENT_Omaha.pdf,leave_bereavement_relatives_008,leave,Which relatives or household members are covered by bereavement leave?,"Spouse, parent, child, brother, sister, mother-in-law, father-in-law, son-in-law, daughter-in-law, brother-in-law, sister-in-law, grandparent, grandparent-in-law, grandchild, aunt, uncle, niece, nephew, or any permanent resident in the employee's home.","an employee's spouse, parent, child, brother, sister, mother-in-law, father-in-law, son-in-law, daughter-in-law, brother-in-law, sister-in-law, grandparent, grandparent-in-law, grandchild, aunt, uncle, niece, nephew, or any other individual who is a permanent resident in the employee's home.",34,high,
omaha_public_schools__2013_2014_master_agreement_omaha__fe2e1c57,2013-2014_MASTER_AGREEMENT_Omaha.pdf,leave_parental_paid_009,leave,"Does the document provide paid parental, bonding, maternity, paternity, or adoption leave beyond accrued sick leave?",no,"Upon application to the Superintendent, a leave without pay shall be granted to one parent for reasons of adoption, biological childbirth, and/or the need to provide parental care... use of sick leave shall be granted to one parent, not to exceed thirty working days... The parent has the option to take a leave without pay for the balance of the school year in which the adoption is finalized.",34,high,
omaha_public_schools__2013_2014_master_agreement_omaha__fe2e1c57,2013-2014_MASTER_AGREEMENT_Omaha.pdf,leave_pregnancy_disability_010,leave,"Does the document address pregnancy, childbirth, or temporary disability leave?",yes,Child Rearing Leave... biological childbirth,34,high,Upgraded confidence to high as the document explicitly mentions biological childbirth under Child Rearing Leave.
omaha_public_schools__2013_2014_master_agreement_omaha__fe2e1c57,2013-2014_MASTER_AGREEMENT_Omaha.pdf,leave_adoption_childcare_011,leave,"Does the document provide adoption, child care, or bonding leave?",yes,"Adoptive Leave... use of sick leave shall be granted to one parent, not to exceed thirty working days... option to take a leave without pay... Child Rearing Leave... leave without pay shall be granted to one parent for reasons of adoption, biological childbirth, and/or the need to provide parental care",34,high,
omaha_public_schools__2013_2014_master_agreement_omaha__fe2e1c57,2013-2014_MASTER_AGREEMENT_Omaha.pdf,leave_fmla_012,leave,Does the document discuss Family and Medical Leave Act rights or equivalent family medical leave?,yes,Leaves of Absence Programs: Health/FMLA,58,high,"Confirmed answer based on provided Stage 1 evidence quote. Document snippet ends before page 58, but quote explicitly supports the answer."
omaha_public_schools__2013_2014_master_agreement_omaha__fe2e1c57,2013-2014_MASTER_AGREEMENT_Omaha.pdf,leave_absence_reporting_013,leave,Does the document specify absence reporting or substitute-request procedures for teachers?,yes,The employee shall notify his or her immediate supervisor and the Department of Human Resources when a condition requiring an extended period of absence becomes known.,4,high,Revised answer from 'not_discussed' to 'yes' as the document explicitly specifies absence reporting procedures in Section III.B.2. Stage 1 provided no evidence.
omaha_public_schools__2013_2014_master_agreement_omaha__fe2e1c57,2013-2014_MASTER_AGREEMENT_Omaha.pdf,workload_work_year_days_001,workload,How many teacher work days or duty days are required in the regular work year?,190,"Teaching staff on 190 – day contract, for the 2013-2014 school years will be assigned 190 regular duty days.",8,high,
omaha_public_schools__2013_2014_master_agreement_omaha__fe2e1c57,2013-2014_MASTER_AGREEMENT_Omaha.pdf,workload_workday_length_002,workload,What is the required length of the teacher workday?,Elementary: 455 min; Middle: 470 min; High: 470 min,"The regular elementary day may begin and end at different times from school to school, but shall not exceed 455 minutes in length for elementary teachers... The regular middle level day may begin and end at different times from school to school, but shall not exceed 470 minutes in length for middle level teachers... The regular high school day may begin and end at different times from school to school, but shall not exceed 470 minutes in length for high school teachers",9-10,high,
omaha_public_schools__2013_2014_master_agreement_omaha__fe2e1c57,2013-2014_MASTER_AGREEMENT_Omaha.pdf,workload_prep_guarantee_003,workload,Does the document guarantee teacher planning or preparation time?,yes,"Preparation/conference/planning time shall be used for the purpose of preparation, grading papers, contacting parents, planning, or other aspects connected with the instructional duties of the classroom teacher",9,high,
omaha_public_schools__2013_2014_master_agreement_omaha__fe2e1c57,2013-2014_MASTER_AGREEMENT_Omaha.pdf,workload_prep_minutes_004,workload,How much planning or preparation time is guaranteed?,400 minutes per two-week instructional period,"Elementary classroom teachers... shall have a minimum of 400 minutes, during student contact time, of individual preparation/conference/planning time during a each two-week instructional period for the school year.",9,high,
omaha_public_schools__2013_2014_master_agreement_omaha__fe2e1c57,2013-2014_MASTER_AGREEMENT_Omaha.pdf,workload_prep_protected_005,workload,"Does the document restrict use of planning time for meetings, coverage, or other duties?",yes,"No meetings, inservices or activities required by the administration can occur during said 400 minutes of plan time unless faculty and administration have collaboratively decided upon the activity.",9,high,
omaha_public_schools__2013_2014_master_agreement_omaha__fe2e1c57,2013-2014_MASTER_AGREEMENT_Omaha.pdf,workload_lunch_duty_free_006,workload,Does the document guarantee a duty-free lunch?,yes,School nurses shall be provided with a duty-free 30 minute lunch period. During scheduled assignment the school nurse will be available for any health emergencies.,11,high,[recall-recovery]
omaha_public_schools__2013_2014_master_agreement_omaha__fe2e1c57,2013-2014_MASTER_AGREEMENT_Omaha.pdf,workload_lunch_minutes_007,workload,How many minutes is the lunch period?,30,School nurses shall be provided with a duty-free 30 minute lunch period.,13,high,
omaha_public_schools__2013_2014_master_agreement_omaha__fe2e1c57,2013-2014_MASTER_AGREEMENT_Omaha.pdf,workload_meetings_limits_008,workload,"Does the document limit required faculty, staff, department, or PLC meetings?",yes,"No meetings, inservices or activities required by the administration can occur during plan time.",23,high,
omaha_public_schools__2013_2014_master_agreement_omaha__fe2e1c57,2013-2014_MASTER_AGREEMENT_Omaha.pdf,workload_nonteaching_duties_009,workload,"Does the document describe non-teaching duties such as supervision, lunch duty, bus duty, hall duty, or clerical duties?",yes,Duty time before or after student contact time during all other duty days shall be used to prepare for instruction and to perform supervisory duties assigned by the principal. Those duties are to be equitably distributed among the staff members.,8,high,
omaha_public_schools__2013_2014_master_agreement_omaha__fe2e1c57,2013-2014_MASTER_AGREEMENT_Omaha.pdf,class_size_limits_001,class size,"Does the document include class-size limits, caps, goals, or review procedures?",not_discussed,,not_applicable,high,
omaha_public_schools__2013_2014_master_agreement_omaha__fe2e1c57,2013-2014_MASTER_AGREEMENT_Omaha.pdf,class_elementary_max_002,class size,What elementary class-size maximums or targets are stated?,not_discussed,,not_applicable,high,
omaha_public_schools__2013_2014_master_agreement_omaha__fe2e1c57,2013-2014_MASTER_AGREEMENT_Omaha.pdf,class_secondary_max_003,class size,What middle or high school class-size maximums or targets are stated?,not_discussed,,not_applicable,high,
omaha_public_schools__2013_2014_master_agreement_omaha__fe2e1c57,2013-2014_MASTER_AGREEMENT_Omaha.pdf,class_overage_remedy_004,class size,Does the document provide remedies when class-size limits are exceeded?,not_discussed,,not_applicable,high,
omaha_public_schools__2013_2014_master_agreement_omaha__fe2e1c57,2013-2014_MASTER_AGREEMENT_Omaha.pdf,evaluation_procedure_001,evaluation,Does the document describe teacher evaluation procedures?,not_discussed,,not_discussed,medium,"Document appears truncated after Section IV.E. While evaluation forms and observation logs are briefly referenced in the Personnel Files section (III.H), no detailed evaluation procedures are described. Answer remains not_discussed pending full document review."
omaha_public_schools__2013_2014_master_agreement_omaha__fe2e1c57,2013-2014_MASTER_AGREEMENT_Omaha.pdf,evaluation_system_002,evaluation,"What evaluation system, framework, or model is named?",T.E.A.M (Together Everyone Achieves More),"The Elementary T.E.A.M (Together Everyone Achieves More) plan will be reviewed and evaluated annually for possible modification to best serve the needs of children, staff and families.",8,medium,"Stage 1 marked as not_discussed, but the document explicitly names the T.E.A.M. plan and states it will be 'reviewed and evaluated annually,' identifying it as the named evaluation framework/model. [cross-question]"
omaha_public_schools__2013_2014_master_agreement_omaha__fe2e1c57,2013-2014_MASTER_AGREEMENT_Omaha.pdf,evaluation_observation_count_003,evaluation,How many formal observations are required?,not_discussed,,not_discussed,medium,Document truncated. No formal observation counts are specified in the provided text.
omaha_public_schools__2013_2014_master_agreement_omaha__fe2e1c57,2013-2014_MASTER_AGREEMENT_Omaha.pdf,evaluation_observation_duration_004,evaluation,Does the document specify observation duration or minimum length?,not_discussed,,not_discussed,medium,Document truncated. No observation duration or minimum length is specified in the provided text.
omaha_public_schools__2013_2014_master_agreement_omaha__fe2e1c57,2013-2014_MASTER_AGREEMENT_Omaha.pdf,evaluation_ratings_005,evaluation,What rating categories or performance levels are used?,not_discussed,,not_discussed,medium,Document truncated. No rating categories or performance levels are specified in the provided text.
omaha_public_schools__2013_2014_master_agreement_omaha__fe2e1c57,2013-2014_MASTER_AGREEMENT_Omaha.pdf,evaluation_student_growth_006,evaluation,"Does the evaluation use student growth, test scores, value-added, or student outcomes?",not_discussed,,not_discussed,medium,"Document truncated. No mention of student growth, test scores, value-added, or student outcomes in evaluations in the provided text."
