review_id,document_id,district,file_name,question_id,question,a_answer,a_evidence,a_page,a_confidence,a_coder_notes,a_status_correct,a_value_correct,a_evidence_correct,a_page_correct,a_overall_correct,b_answer,b_evidence,b_page,b_confidence,b_coder_notes,b_status_correct,b_value_correct,b_evidence_correct,b_page_correct,b_overall_correct,reviewer_notes
f048f31fb636ae7c,manchester_school_district__83__de5d62c9,Manchester School District,83.pdf,pay_salary_schedule_002,What year or years does the salary schedule cover?,"The salary schedule covers Fiscal Year 2010 (FY’10), effective September 1, 2009.",FY’10 Teacher Salary Schedule 9/1/09,44,high,,yes,no,yes,yes,no,"July 1, 2007 through June 30, 2010","MEA CONTRACT July 1, 2007 through June 30, 2010",4,high,,yes,yes,yes,no,no,"Appendix B contains three separately dated schedules: 'FY'08 Teacher Salary Schedule 10/1/2007' (PDF p.42), 'FY'09 ... 9/1/08' (PDF p.43), and 'FY'10 ... 9/1/09' (PDF p.44), inside a contract effective July 1, 2007 to June 30, 2010 (PDF p.5 title block; Article Twenty Seven, PDF p.40). A's quote and page are exact for the FY'10 table, but its value covers only FY2010 and omits the FY'08 and FY'09 schedules, so the extracted value is materially incomplete. B's coverage range is correct and its quote is verbatim, but the quoted line 'MEA CONTRACT July 1, 2007 through June 30, 2010' sits on PDF page 5 (printed footer '4'), so the reported page 4 is off by one (footers in this PDF run one behind PDF pages throughout); schedule-specific headers on pp.42-44 would have been the better evidence. Both records fail as coded data."
169b1293e8be6c17,manchester_school_district__83__de5d62c9,Manchester School District,83.pdf,pay_step_increment_003,Does the document explain annual step advancement or salary increments?,yes,"To be eligible for an annual step increase, a teacher must actually work ninety-two (92) days or more of the teacher's work year.",14,high,,,,,,,yes,"""To be eligible for an annual step increase, a teacher must actually work ninety-two (92) days or more of the teacher's work year. Paid absences shall be counted in determining whether or not a teacher has worked ninety-two (92) days.""",15,high,,,,,,,
37db642c9e74a685,manchester_school_district__83__de5d62c9,Manchester School District,83.pdf,pay_prior_experience_005,Does the document state how prior teaching experience is credited for salary placement?,yes,Full credit will be given for previous outside teaching experience upon initial employment.,14,high,,,,,,,yes,A. 2. Full credit will be given for previous outside teaching experience upon initial employment.,15,high,,,,,,,
f166a9f6b1e70a31,manchester_school_district__83__de5d62c9,Manchester School District,83.pdf,pay_performance_pay_006,"Does the document include performance pay, merit pay, or evaluation-based compensation?",not_discussed,,not_applicable,low,[grounding failure: evidence is absent from cited passage],,,,,,not_discussed,,not_applicable,high,[review: topic keywords located in document but no confirmable answer — verify this is not a false negative],,,,,,
a006495541f1dfd7,manchester_school_district__83__de5d62c9,Manchester School District,83.pdf,pay_performance_pay_007,How are teachers evaluated for purposes of performance-based pay eligibility?,not_discussed,,not_applicable,high,[review: topic keywords located in document but no confirmable answer — verify this is not a false negative],,,,,,not_discussed,,not_applicable,high,,,,,,,
1dee2727571dd5f0,manchester_school_district__83__de5d62c9,Manchester School District,83.pdf,pay_cost_of_living_007,Does the document specify across-the-board raises or COLA percentages?,not_discussed,,not_applicable,high,[review: topic keywords located in document but no confirmable answer — verify this is not a false negative],,,,,,not_discussed,,not_applicable,high,,,,,,,
a65dff7a7dca340b,manchester_school_district__83__de5d62c9,Manchester School District,83.pdf,pay_extra_duty_schedule_008,Does the document include an extra-duty or supplemental pay schedule?,yes,"Participation in the following extracurricular activities will be compensated as follows:
E. 1. Extracurricular Activities

Junior and Senior High School
 Class Advisors . 05

Freshman and Sophomore High School
 Class Advisors . 025

Middle School Advisors . 025

Intramural Sports
 Elementary Schools . 02
 Middle Schools and Senior High Schools . 035

School Publications
 Middle Schools . 045
 Senior High Schools . 07

Theatrical Productions
 Middle Schools . 045
 Senior High Schools . 07

Choral Groups .10

Forensics . 05
""",9,high,,,,,,,yes,"Article Five D.1. states compensation for night school, after school, summer school, and driver education shall be twenty-three dollars and twenty-five cents ($23.25) per hour. D.2. states detention hall supervision is compensated at $16.15 per session. E.1. lists specific stipends for extracurricular activities, including Class Advisors (.05), Intramural Sports (.02), and Band Director (.17).",7-9,high,Updated evidence quote for clarity and direct alignment with the article sections.,,,,,,
7929a2ab240054f3,manchester_school_district__83__de5d62c9,Manchester School District,83.pdf,pay_hardtostaff_sped_009,"Does the document provide additional pay, stipends, or salary differentials for special education teachers?",not_discussed,,not_applicable,high,[review: topic keywords located in document but no confirmable answer — verify this is not a false negative],yes,na,na,na,yes,yes,"""Elementary Specialists are limited to the following: Speech/Language Pathologist/Therapist/Specialist, Learning Disabilities Specialist, Special Education Inclusion Teacher, Occupational Therapist, Teacher of Visually Impaired, Itinerant""",21,high,"The document provides additional compensation for specific special education roles classified as ""Elementary Specialists."" Passage 7688 (page 21) lists eligible roles including ""Special Education Inclusion Teacher"" and ""Learning Disabilities Specialist."" It states that these specialists receive a minimum of five preparatory periods per week and ""will be compensated for each missed prep."" This constitutes a salary differential or additional pay tied to the specific special education role.",no,na,no,yes,no,"No special-education pay differential exists in this contract. Searched 'special education', 'sped', 'stipend', 'differential', 'additional compensation', 'extra pay', 'caseload', 'shortage', 'hard-to-staff', 'bonus', 'IEP/autism/disabilities', 'endorsement/certification', 'speech', 'nurse', 'job share' across all 55 pages plus Appendices A-M; the only sped mentions are the elementary-specialist list (PDF pp.21-22), the case-manager caseload study committee with no pay (PDF p.22), the Special Education Joint Committee (Appendix K, PDF p.52), and a Master's qualification list (PDF p.24). Appendix B's index add-ons (Title I Supervisor, Mentors, BLIC, Elementary Teaching Assistant Principals, Elementary Reading Supervisors, PE Coordinator, ELL Coordinator) include no sped role. B's quote is verbatim and does sit on PDF page 21, but it is only the definitional list for Article XII C.5 prep time; the operative clause ('Any elementary specialist who receives less than 5 (30 minute) preps per week will be compensated for each missed prep', PDF p.21, confirmed by Appendix L, PDF p.53) is missed-prep compensation available to all elementary specialists including art, music, PE, health and guidance, not a special-education role differential, so it does not support 'yes' under the codebook's role-differential instruction."
89d7adfd7053f4cf,manchester_school_district__83__de5d62c9,Manchester School District,83.pdf,pay_hardtostaff_stem_010,"Does the document provide additional pay, stipends, or salary differentials for teachers in STEM subjects?",not_discussed,,not_applicable,low,[grounding failure: evidence is absent from cited passage],,,,,,not_discussed,,not_applicable,high,[review: topic keywords located in document but no confirmable answer — verify this is not a false negative],,,,,,
290d12cc33a2b7dd,manchester_school_district__83__de5d62c9,Manchester School District,83.pdf,pay_hardtostaff_other_011,"Does the document provide additional pay, stipends, or salary differentials for teachers in high-need subjects or schools other than special education or STEM?",not_discussed,,not_applicable,low,[grounding failure: evidence is absent from cited passage],no,na,no,no,no,yes,"Plus.22 Title I Supervisor
Plus.33 Mentors
Plus.22 Building Level Instructional Coordinators
Plus.20 Elementary Teaching Assistant Principals
Plus.15 Elementary Reading Supervisors and Elementary Physical Education Coordinator and English Language Learners Coordinator",41,high,[recall-recovery],yes,na,yes,no,no,"Appendix B carries salary-index add-ons on top of the teacher schedule, including 'Plus.22 Title I Supervisor' and 'Plus.15 ... English Language Learners Coordinator' (PDF pp.42, 43, 44 - repeated above each of the FY'08/FY'09/FY'10 tables). Title I and ELL are exactly the covered areas the codebook lists for this field, and these are bargaining-unit positions paid off Appendix B, so the topic is discussed and A's not_discussed is the wrong status (searched 'bilingual', 'English Language', 'ESL/ELL', 'Title I', 'CTE', 'shortage', 'hard-to-staff', 'differential', 'stipend', 'incentive', 'bonus' document-wide; nothing else qualifies - Article Five's extracurricular indices and detention/summer-school hourly rates are duty pay, not subject differentials). B's quote is verbatim and is the governing text, but the 'Plus' block appears on PDF page 42 (printed footer '41'), not PDF page 41, which is Appendix A's memorandum; footers in this PDF run one behind PDF pages, so the reported page is off by one. Neither record is acceptable as coded data."
ada48c0e1172ad38,manchester_school_district__83__de5d62c9,Manchester School District,83.pdf,pay_hardtostaff_schools_012,"Does the document provide incentives specifically for teaching in hard-to-staff, high-need, Title I, or priority schools, regardless of subject?",not_discussed,,not_applicable,high,[review: topic keywords located in document but no confirmable answer — verify this is not a false negative],,,,,,not_discussed,,not_applicable,low,[grounding failure: evidence is absent from cited passage],,,,,,
9dadcf04bbb08830,manchester_school_district__83__de5d62c9,Manchester School District,83.pdf,pay_experience_credit_indistrict_013,Does the document specify how prior in-district teaching experience is credited for initial salary placement?,not_discussed,,not_applicable,high,[review: topic keywords located in document but no confirmable answer — verify this is not a false negative],no,na,no,no,no,"Yes, the document specifies that prior in-district teaching experience is credited. Specifically, Section B.1 states that teachers returning to the Manchester School District receive ""full credit on the salary schedule for all outside teaching experience up to the maximum set forth in Section A. above."" Additionally, Section A.2 notes that ""Full credit will be given for previous outside teaching experience upon initial employment.""","Teachers with previous teaching experience in the Manchester School District will, upon returning to the system, receive full credit on the salary schedule for all outside teaching experience up to the maximum set forth in Section A. above.",15,high,,yes,na,yes,no,no,"Article Nine, Teacher Employment, addresses this directly: A.1 'All newly employed or reinstated teachers shall be placed on the proper step of the salary schedule, according to their experience and education' (PDF p.15, footer '14') and B.1 'Teachers with previous teaching experience in the Manchester School District will, upon returning to the system, receive full credit on the salary schedule ... Teachers who have not been engaged in teaching on a full-time basis will, upon returning to the system, be restored to the next position on the salary schedule above that at which they left' (PDF p.16, footer '15'). A's not_discussed is therefore the wrong status and owes evidence and a page it does not supply. B's quote is verbatim and is the governing in-district clause, but it sits on PDF page 16, not the reported page 15 - B reported the printed footer, which runs one behind the PDF page throughout this document - so the record is not acceptable as coded data."
2193d77c4b44bc14,manchester_school_district__83__de5d62c9,Manchester School District,83.pdf,pay_experience_credit_outofdistrict_014,Does the document specify how out-of-district but in-state teaching experience is credited for salary placement?,yes,Full credit will be given for previous outside teaching experience upon initial employment.,14,high,"Updated from not_discussed to yes. Article Nine, Section A.2 explicitly specifies that full credit will be given for previous outside teaching experience upon initial employment.",,,,,,yes,"""Full credit will be given for previous outside teaching experience upon initial employment.""",15,high,,,,,,,
df399c0a53cb9e35,manchester_school_district__83__de5d62c9,Manchester School District,83.pdf,pay_experience_credit_outofstate_015,Does the document specify how out-of-state teaching experience is credited for salary placement?,not_discussed,,not_applicable,high,[review: topic keywords located in document but no confirmable answer — verify this is not a false negative],,,,,,not_discussed,,not_applicable,high,,,,,,,
99699ff7cec510c0,manchester_school_district__83__de5d62c9,Manchester School District,83.pdf,pay_experience_credit_military_public_016,Does the document credit military service or other public service for salary placement?,not_discussed,,not_applicable,low,[grounding failure: evidence is absent from cited passage],no,na,no,no,no,yes,"Military leave, without pay or any other benefits, of up to two (2) years will be granted to any teacher who is inducted or enlists in any branch of the Armed Forces of the United States. Upon return from such leave, a teacher will be placed on the salary schedule at the level which would have been achieved had that teacher remained actively employed in the system during the period of the teacher's absence.",31,high,[recall-recovery],yes,na,yes,no,no,"Article Twenty Two, Extended Leaves of Absence, PDF page 32 (printed footer 31) contains both B: military leave 'a teacher will be placed on the salary schedule at the level which would have been achieved had that teacher remained actively employed' and C(sic, sec. B): the same placement rule for teachers who join 'the Peace Corps, VISTA, or National Teacher Corps', so the provision is plainly discussed and A's not_discussed is wrong (searched 'military service credit salary', 'prior service credit experience', 'armed forces induction', 'years of service placement salary schedule'; the hits confirm presence, not absence). B's quote is verbatim from PDF page 32 but its cited page 31 is the printed footer number, one less than the PDF page, so the page fails; B also captures only the military clause and not the parallel public-service (Peace Corps/VISTA) clause in the same article. Question is existence-only, so no value is owed from either candidate."
dd91a92e8188d204,manchester_school_district__83__de5d62c9,Manchester School District,83.pdf,pay_national_board_017,Does the document provide extra pay for National Board certification or similar advanced certification?,no,"C. The Association and the Board shall create a joint study committee to evaluate a program to enable teachers to become credentialed by the National Board for Professional Teaching Standards. The joint study committee shall be composed of an equal number of members representing the Association and the Board. The committee shall issue its recommendations to the Association and the Board no later than May 31, 2008.",13,high,[recall-recovery],no,na,yes,no,no,not_discussed,,not_applicable,high,,no,na,no,no,no,"The only National Board material in the contract is Article Seven, Section C on PDF page 14 (printed footer 13): the parties 'shall create a joint study committee to evaluate a program to enable teachers to become credentialed by the National Board for Professional Teaching Standards' with recommendations due May 31, 2008 — no stipend, differential, or salary-schedule credit anywhere (searched 'National Board certification stipend', 'certification differential additional compensation', 'credentialed teaching standards payment', 'master teacher advanced certification bonus', plus a raw scan for 'National Board'/'NBPTS'/'certif' across all 54 pages; Appendix B salary schedules carry only degree lanes, a BA-step-1 hiring bonus, and role add-ons). B's not_discussed is therefore wrong because the topic is expressly addressed on page 14. A quotes the governing passage verbatim but the passage does not explicitly state that extra pay is absent or prohibited, so under the rubric 'no' overstates it (discussed_unclear fits a study-committee-only provision), and A's page 13 is the printed footer rather than PDF page 14, off by one."
302052eb9a18023d,manchester_school_district__83__de5d62c9,Manchester School District,83.pdf,benefits_health_001,Does the document state that health or medical insurance is available to teachers?,"yes, Blue Cross-Blue Shield ""Blue Choice"" Plan for all teachers","The Board agrees to provide Hospital/Medical Insurance coverage under the Blue Cross -Blue Shield ""Blue Choice"" Plan.",12,high,,yes,na,yes,yes,yes,yes,"The Board agrees to provide Hospital/Medical Insurance coverage under the Blue Cross - Blue Shield ""Blue Choice"" Plan.",11,high,,yes,na,yes,no,no,"Article Six, Insurance, Section A, PDF page 12 (printed footer 11): 'The Board agrees to provide Hospital/Medical Insurance coverage under the Blue Cross - Blue Shield ""Blue Choice"" Plan', confirmed by pdftotext -f 12 against the PDF itself; Section B.2 on PDF page 13 adds that 'All teachers shall be covered from the first day of employment', so status yes is right for both. The question asks only whether coverage exists, so no value is owed. Both quotes are the governing sentence (A joins the line break 'Blue Cross -/Blue Shield' without the space, a whitespace-only artifact, which I did not treat as an alteration). A's page 12 is the correct PDF page; B's page 11 is the printed footer number, one less than the PDF page, so B's page fails."
f9073480f750d26f,manchester_school_district__83__de5d62c9,Manchester School District,83.pdf,benefits_health_contribution_002,What employer contribution toward health insurance is stated?,87.5% (not to exceed),"Effective July 1, 1999, the District shall pay an amount not to exceed eighty-seven and one half percent (87.5%) of the monthly premium of Blue Cross-Blue Shield “Blue Choice” Plan, as agreed by the parties.",11,high,,yes,no,yes,no,no,"The District pays an amount not to exceed 87.5% of the monthly premium for the Blue Cross-Blue Shield “Blue Choice” Plan. For an optional health plan approved in addition to the Blue Choice Plan, the District pays 95% of that plan’s premiums.","Effective July 1, 1999, the District shall pay an amount not to exceed eighty-seven and one half percent (87.5%) of the monthly premium of Blue Cross-Blue Shield “Blue Choice” Plan, as agreed by the parties. If an optional health plan is approved, in addition to Blue Cross-Blue Shield “Blue Choice”, Plan, the District shall be obligated to pay toward the optional plan a monthly amount which is equal to ninety-five percent (95%) of that plan’s premiums.",12,high,,yes,no,yes,yes,no,"Article Six B.1 on PDF page 12 (printed footer 11) states two employer shares in consecutive paragraphs: 'not to exceed eighty-seven and one half percent (87.5%) of the monthly premium of Blue Cross-Blue Shield ""Blue Choice"" Plan' and, for an approved optional plan, 'ninety-five percent (95%) of that plan's premiums'. Appendix J, Job Share Agreement, PDF page 50 states further splits for job-sharing teachers: item 4, 'The teachers' share will be 50% of the District's share plus the regular employee share', and item 9, if one job-share partner declines district insurance the other 'will have the option of taking insurance @ 85% / 15%'. A's value gives only 87.5% and omits both the 95% optional-plan figure and the Appendix J job-share splits; B's value gives 87.5% and 95% but still omits the Appendix J job-share splits, so both values are incomplete. Both quotes are verbatim from PDF page 12 (B's is two contiguous paragraphs, no omitted governing words); A's cited page 11 is the printed footer, one less than the PDF page, while B's page 12 is correct."
8d0333ff4ea306af,manchester_school_district__83__de5d62c9,Manchester School District,83.pdf,benefits_health_employee_premium_003,What employee health insurance premium or contribution is stated?,not_discussed,,not_applicable,high,,no,no,no,no,no,50% of the District’s share plus the regular employee share (for job sharers).,The teachers’ share will be 50% of the District’s share plus the regular employee share.,57,medium,,yes,no,yes,no,no,"Employee premium sharing is plainly discussed, so A's not_discussed is wrong: Article Six B.1 (PDF p12) says the District pays ""an amount not to exceed eighty-seven and one half percent (87.5%) of the monthly premium"" of Blue Choice (95% for an approved optional plan), Article Five (PDF p9) gives part-time secondary teachers ""one-half of the insurance benefits provided in Article Six,"" and Appendix J item 9 (PDF p50) offers insurance ""@ 85% / 15%."" B's quote is verbatim from Appendix J item 4 (PDF p50), but its value covers only job sharers and omits the governing 87.5%/12.5% split and the other stated variations, so the value is incomplete; its page 57 is the printed footer, and the footer runs +7 ahead of the PDF page in the appendices (printed 44 on PDF p45 jumps to printed 53 on PDF p46 because the plan-description appendices are missing from the file), so the PDF page is 50. Both candidates are unacceptable."
1a8d487fe53128fd,manchester_school_district__83__de5d62c9,Manchester School District,83.pdf,benefits_dependent_health_004,"Does the document mention dependent, spouse, family, or domestic partner health coverage?",yes,"Section I states: ""The Board agrees to maintain a Dependent Care Reimbursement Plan, A Premium Conversion Plan and Health Care Reimbursement Plan...""",11,high,,no,na,no,yes,no,not_discussed,,not_applicable,high,[review: topic keywords located in document but no confirmable answer — verify this is not a false negative],yes,na,na,na,yes,"Searches for dependent, spouse, husband/wife, family, domestic partner, subscriber, single/two-person/family tier, and survivor coverage (both regex over the form-feed text and document-scoped FTS on ""dependent coverage insurance"", ""spouse family coverage"", ""domestic partner"", ""family plan single two person premium"") turn up no clause extending health coverage to dependents: Article Six (PDF pp12-13) sets one premium share with no coverage tiers, spouse appears only in the assignment article (PDF p18) and the bereavement definition of immediate family (PDF p31), and the plan-description appendices are physically absent from this PDF (printed footer jumps 44 -> 53 between PDF pp45-46). A's quote is real and its page 11 is the correct PDF page (printed footer 10), but Article Five.I's Dependent Care Reimbursement Plan is a dependent-care/premium-conversion/FSA package ""for the benefit of the members of the bargaining unit,"" not dependent health coverage, so it supports a different provision; the quote also carries a ""Section I states"" label and a trailing ellipsis. B's not_discussed is the defensible reading."
