review_id,document_id,district,file_name,question_id,question,a_answer,a_evidence,a_page,a_confidence,a_coder_notes,a_status_correct,a_value_correct,a_evidence_correct,a_page_correct,a_overall_correct,b_answer,b_evidence,b_page,b_confidence,b_coder_notes,b_status_correct,b_value_correct,b_evidence_correct,b_page_correct,b_overall_correct,reviewer_notes
169b1293e8be6c17,manchester_school_district__83__de5d62c9,Manchester School District,83.pdf,pay_step_increment_003,Does the document explain annual step advancement or salary increments?,yes,"To be eligible for an annual step increase, a teacher must actually work ninety-two (92) days or more of the teacher's work year.",14,high,,,,,,,yes,"""To be eligible for an annual step increase, a teacher must actually work ninety-two (92) days or more of the teacher's work year. Paid absences shall be counted in determining whether or not a teacher has worked ninety-two (92) days.""",15,high,,,,,,,
37db642c9e74a685,manchester_school_district__83__de5d62c9,Manchester School District,83.pdf,pay_prior_experience_005,Does the document state how prior teaching experience is credited for salary placement?,yes,Full credit will be given for previous outside teaching experience upon initial employment.,14,high,,,,,,,yes,A. 2. Full credit will be given for previous outside teaching experience upon initial employment.,15,high,,,,,,,
f166a9f6b1e70a31,manchester_school_district__83__de5d62c9,Manchester School District,83.pdf,pay_performance_pay_006,"Does the document include performance pay, merit pay, or evaluation-based compensation?",not_discussed,,not_applicable,low,[grounding failure: evidence is absent from cited passage],,,,,,not_discussed,,not_applicable,high,[review: topic keywords located in document but no confirmable answer — verify this is not a false negative],,,,,,
a006495541f1dfd7,manchester_school_district__83__de5d62c9,Manchester School District,83.pdf,pay_performance_pay_007,How are teachers evaluated for purposes of performance-based pay eligibility?,not_discussed,,not_applicable,high,[review: topic keywords located in document but no confirmable answer — verify this is not a false negative],,,,,,not_discussed,,not_applicable,high,,,,,,,
1dee2727571dd5f0,manchester_school_district__83__de5d62c9,Manchester School District,83.pdf,pay_cost_of_living_007,Does the document specify across-the-board raises or COLA percentages?,not_discussed,,not_applicable,high,[review: topic keywords located in document but no confirmable answer — verify this is not a false negative],,,,,,not_discussed,,not_applicable,high,,,,,,,
a65dff7a7dca340b,manchester_school_district__83__de5d62c9,Manchester School District,83.pdf,pay_extra_duty_schedule_008,Does the document include an extra-duty or supplemental pay schedule?,yes,"Participation in the following extracurricular activities will be compensated as follows:
E. 1. Extracurricular Activities

Junior and Senior High School
 Class Advisors . 05

Freshman and Sophomore High School
 Class Advisors . 025

Middle School Advisors . 025

Intramural Sports
 Elementary Schools . 02
 Middle Schools and Senior High Schools . 035

School Publications
 Middle Schools . 045
 Senior High Schools . 07

Theatrical Productions
 Middle Schools . 045
 Senior High Schools . 07

Choral Groups .10

Forensics . 05
""",9,high,,,,,,,yes,"Article Five D.1. states compensation for night school, after school, summer school, and driver education shall be twenty-three dollars and twenty-five cents ($23.25) per hour. D.2. states detention hall supervision is compensated at $16.15 per session. E.1. lists specific stipends for extracurricular activities, including Class Advisors (.05), Intramural Sports (.02), and Band Director (.17).",7-9,high,Updated evidence quote for clarity and direct alignment with the article sections.,,,,,,
7929a2ab240054f3,manchester_school_district__83__de5d62c9,Manchester School District,83.pdf,pay_hardtostaff_sped_009,"Does the document provide additional pay, stipends, or salary differentials for special education teachers?",not_discussed,,not_applicable,high,[review: topic keywords located in document but no confirmable answer — verify this is not a false negative],,,,,,yes,"""Elementary Specialists are limited to the following: Speech/Language Pathologist/Therapist/Specialist, Learning Disabilities Specialist, Special Education Inclusion Teacher, Occupational Therapist, Teacher of Visually Impaired, Itinerant""",21,high,"The document provides additional compensation for specific special education roles classified as ""Elementary Specialists."" Passage 7688 (page 21) lists eligible roles including ""Special Education Inclusion Teacher"" and ""Learning Disabilities Specialist."" It states that these specialists receive a minimum of five preparatory periods per week and ""will be compensated for each missed prep."" This constitutes a salary differential or additional pay tied to the specific special education role.",,,,,,
89d7adfd7053f4cf,manchester_school_district__83__de5d62c9,Manchester School District,83.pdf,pay_hardtostaff_stem_010,"Does the document provide additional pay, stipends, or salary differentials for teachers in STEM subjects?",not_discussed,,not_applicable,low,[grounding failure: evidence is absent from cited passage],,,,,,not_discussed,,not_applicable,high,[review: topic keywords located in document but no confirmable answer — verify this is not a false negative],,,,,,
290d12cc33a2b7dd,manchester_school_district__83__de5d62c9,Manchester School District,83.pdf,pay_hardtostaff_other_011,"Does the document provide additional pay, stipends, or salary differentials for teachers in high-need subjects or schools other than special education or STEM?",not_discussed,,not_applicable,low,[grounding failure: evidence is absent from cited passage],,,,,,yes,"Plus.22 Title I Supervisor
Plus.33 Mentors
Plus.22 Building Level Instructional Coordinators
Plus.20 Elementary Teaching Assistant Principals
Plus.15 Elementary Reading Supervisors and Elementary Physical Education Coordinator and English Language Learners Coordinator",41,high,[recall-recovery],,,,,,
ada48c0e1172ad38,manchester_school_district__83__de5d62c9,Manchester School District,83.pdf,pay_hardtostaff_schools_012,"Does the document provide incentives specifically for teaching in hard-to-staff, high-need, Title I, or priority schools, regardless of subject?",not_discussed,,not_applicable,high,[review: topic keywords located in document but no confirmable answer — verify this is not a false negative],,,,,,not_discussed,,not_applicable,low,[grounding failure: evidence is absent from cited passage],,,,,,
9dadcf04bbb08830,manchester_school_district__83__de5d62c9,Manchester School District,83.pdf,pay_experience_credit_indistrict_013,Does the document specify how prior in-district teaching experience is credited for initial salary placement?,not_discussed,,not_applicable,high,[review: topic keywords located in document but no confirmable answer — verify this is not a false negative],,,,,,"Yes, the document specifies that prior in-district teaching experience is credited. Specifically, Section B.1 states that teachers returning to the Manchester School District receive ""full credit on the salary schedule for all outside teaching experience up to the maximum set forth in Section A. above."" Additionally, Section A.2 notes that ""Full credit will be given for previous outside teaching experience upon initial employment.""","Teachers with previous teaching experience in the Manchester School District will, upon returning to the system, receive full credit on the salary schedule for all outside teaching experience up to the maximum set forth in Section A. above.",15,high,,,,,,,
2193d77c4b44bc14,manchester_school_district__83__de5d62c9,Manchester School District,83.pdf,pay_experience_credit_outofdistrict_014,Does the document specify how out-of-district but in-state teaching experience is credited for salary placement?,yes,Full credit will be given for previous outside teaching experience upon initial employment.,14,high,"Updated from not_discussed to yes. Article Nine, Section A.2 explicitly specifies that full credit will be given for previous outside teaching experience upon initial employment.",,,,,,yes,"""Full credit will be given for previous outside teaching experience upon initial employment.""",15,high,,,,,,,
df399c0a53cb9e35,manchester_school_district__83__de5d62c9,Manchester School District,83.pdf,pay_experience_credit_outofstate_015,Does the document specify how out-of-state teaching experience is credited for salary placement?,not_discussed,,not_applicable,high,[review: topic keywords located in document but no confirmable answer — verify this is not a false negative],,,,,,not_discussed,,not_applicable,high,,,,,,,
99699ff7cec510c0,manchester_school_district__83__de5d62c9,Manchester School District,83.pdf,pay_experience_credit_military_public_016,Does the document credit military service or other public service for salary placement?,not_discussed,,not_applicable,low,[grounding failure: evidence is absent from cited passage],,,,,,yes,"Military leave, without pay or any other benefits, of up to two (2) years will be granted to any teacher who is inducted or enlists in any branch of the Armed Forces of the United States. Upon return from such leave, a teacher will be placed on the salary schedule at the level which would have been achieved had that teacher remained actively employed in the system during the period of the teacher's absence.",31,high,[recall-recovery],,,,,,
dd91a92e8188d204,manchester_school_district__83__de5d62c9,Manchester School District,83.pdf,pay_national_board_017,Does the document provide extra pay for National Board certification or similar advanced certification?,no,"C. The Association and the Board shall create a joint study committee to evaluate a program to enable teachers to become credentialed by the National Board for Professional Teaching Standards. The joint study committee shall be composed of an equal number of members representing the Association and the Board. The committee shall issue its recommendations to the Association and the Board no later than May 31, 2008.",13,high,[recall-recovery],,,,,,not_discussed,,not_applicable,high,,,,,,,
302052eb9a18023d,manchester_school_district__83__de5d62c9,Manchester School District,83.pdf,benefits_health_001,Does the document state that health or medical insurance is available to teachers?,"yes, Blue Cross-Blue Shield ""Blue Choice"" Plan for all teachers","The Board agrees to provide Hospital/Medical Insurance coverage under the Blue Cross -Blue Shield ""Blue Choice"" Plan.",12,high,,,,,,,yes,"The Board agrees to provide Hospital/Medical Insurance coverage under the Blue Cross - Blue Shield ""Blue Choice"" Plan.",11,high,,,,,,,
f9073480f750d26f,manchester_school_district__83__de5d62c9,Manchester School District,83.pdf,benefits_health_contribution_002,What employer contribution toward health insurance is stated?,87.5% (not to exceed),"Effective July 1, 1999, the District shall pay an amount not to exceed eighty-seven and one half percent (87.5%) of the monthly premium of Blue Cross-Blue Shield “Blue Choice” Plan, as agreed by the parties.",11,high,,,,,,,"The District pays an amount not to exceed 87.5% of the monthly premium for the Blue Cross-Blue Shield “Blue Choice” Plan. For an optional health plan approved in addition to the Blue Choice Plan, the District pays 95% of that plan’s premiums.","Effective July 1, 1999, the District shall pay an amount not to exceed eighty-seven and one half percent (87.5%) of the monthly premium of Blue Cross-Blue Shield “Blue Choice” Plan, as agreed by the parties. If an optional health plan is approved, in addition to Blue Cross-Blue Shield “Blue Choice”, Plan, the District shall be obligated to pay toward the optional plan a monthly amount which is equal to ninety-five percent (95%) of that plan’s premiums.",12,high,,,,,,,
8d0333ff4ea306af,manchester_school_district__83__de5d62c9,Manchester School District,83.pdf,benefits_health_employee_premium_003,What employee health insurance premium or contribution is stated?,not_discussed,,not_applicable,high,,,,,,,50% of the District’s share plus the regular employee share (for job sharers).,The teachers’ share will be 50% of the District’s share plus the regular employee share.,57,medium,,,,,,,
1a8d487fe53128fd,manchester_school_district__83__de5d62c9,Manchester School District,83.pdf,benefits_dependent_health_004,"Does the document mention dependent, spouse, family, or domestic partner health coverage?",yes,"Section I states: ""The Board agrees to maintain a Dependent Care Reimbursement Plan, A Premium Conversion Plan and Health Care Reimbursement Plan...""",11,high,,,,,,,not_discussed,,not_applicable,high,[review: topic keywords located in document but no confirmable answer — verify this is not a false negative],,,,,,
a1770dad6300c847,manchester_school_district__83__de5d62c9,Manchester School District,83.pdf,benefits_health_plan_type_005,What health plan types are described?,"Blue Cross-Blue Shield ""Blue Choice"" Plan; Matthew Thornton Blue Benefit Plan","The Board agrees to provide Hospital/Medical Insurance coverage under the Blue Cross - Blue Shield ""Blue Choice"" Plan. The parties have agreed to replace the current Matthew Thornton “Classic” Plan with Matthew Thornton Blue Benefit Plan.",11,high,,,,,,,"Blue Cross-Blue Shield ""Blue Choice"" Plan","The Board agrees to provide Hospital/Medical Insurance coverage under the Blue Cross -Blue Shield ""Blue Choice"" Plan.",12,high,,,,,,,
0f3c4d8b1c5bc46b,manchester_school_district__83__de5d62c9,Manchester School District,83.pdf,benefits_dental_006,Does the document state that dental insurance is available?,yes,"The Board agrees to provide coverage under Delta Dental Insurance Plan Coverage A, B, and C as agreed to by the parties. Effective the date of ratification, the Board shall pay an amount not to exceed eighty-five (85%) for the coverage selected by the parties.",13,high,,,,,,,yes,"The Board agrees to provide coverage under Delta Dental Insurance Plan Coverage A, B, and C as agreed to by the parties.",11,high,,,,,,,
ea3204f932d02442,manchester_school_district__83__de5d62c9,Manchester School District,83.pdf,benefits_vision_007,Does the document state that vision or optical insurance is available?,not_discussed,,not_applicable,high,,,,,,,not_discussed,,not_applicable,high,[review: topic keywords located in document but no confirmable answer — verify this is not a false negative],,,,,,
f98c553e46ccb872,manchester_school_district__83__de5d62c9,Manchester School District,83.pdf,benefits_life_008,Does the document provide district-paid or voluntary life insurance?,not_discussed,,not_applicable,low,[grounding failure: evidence is absent from cited passage],,,,,,not_discussed,,not_applicable,high,[review: topic keywords located in document but no confirmable answer — verify this is not a false negative],,,,,,
b44a265a501aa3a2,manchester_school_district__83__de5d62c9,Manchester School District,83.pdf,benefits_disability_009,Does the document mention short-term or long-term disability coverage?,not_discussed,,not_applicable,high,[review: topic keywords located in document but no confirmable answer — verify this is not a false negative],,,,,,not_discussed,,not_applicable,low,[grounding failure: evidence is absent from cited passage],,,,,,
3ca6aa8bdd276bc8,manchester_school_district__83__de5d62c9,Manchester School District,83.pdf,benefits_retirement_contribution_010,What employer retirement or pension contribution is stated?,not_discussed,,not_applicable,high,[review: topic keywords located in document but no confirmable answer — verify this is not a false negative],,,,,,not_discussed,,not_applicable,high,,,,,,,
4cefc69835460794,manchester_school_district__83__de5d62c9,Manchester School District,83.pdf,benefits_leave_continuation_011,Does the document state whether insurance benefits continue during paid or unpaid leave?,yes,"""All benefits to which a teacher was entitled at the time the teacher's leave of absence commenced, including unused accumulated sick leave, will be restored to that teacher."" Leaves for Peace Corps, VISTA, National Teacher Corps, and military service are explicitly stated to be granted ""without pay or any other benefits.""",30-31,high,[recall-recovery],,,,,,yes,"""All benefits to which a teacher was entitled at the time the teacher's leave of absence commenced, including unused accumulated sick leave, will be restored to that teacher.""",32,high,,,,,,,
74d0e252e0e2f3b6,manchester_school_district__83__de5d62c9,Manchester School District,83.pdf,benefits_retiree_012,"Does the document provide retiree health, dental, life, or other post-employment benefits?",not_discussed,,not_applicable,low,[grounding failure: evidence is absent from cited passage],,,,,,not_discussed,,not_applicable,high,[review: topic keywords located in document but no confirmable answer — verify this is not a false negative],,,,,,
06048cd8e3f90d29,manchester_school_district__83__de5d62c9,Manchester School District,83.pdf,leave_sick_days_001,How many paid sick leave days are granted per year?,15,"A teacher shall earn sick leave at the rate of one and one-half (1-1/2) days at the beginning of each month of employment from September 1 through and including June 1 of the school year, provided, however, that a teacher shall not accumulate more than fifteen (15) sick leave days during the entire year.",27,high,,,,,,,18,"""A teacher shall earn sick leave at the rate of one and one-half (1-1/2) days at the beginning of each month of employment from September 1 through and including June 1 of the school year""",28,high,,,,,,,
52a8ff6cbeca0327,manchester_school_district__83__de5d62c9,Manchester School District,83.pdf,leave_sick_accrual_002,"Does sick leave accumulate or carry over, and what cap is stated?",Sick leave accumulates and carries over from year to year. The maximum accumulation cap is 120 days.,Sick leave days may be accumulated from year to year with a maximum limit of one hundred and twenty (120) days.,28,high,,,,,,,120,Sick leave days may be accumulated from year to year with a maximum limit of one hundred and twenty (120) days.,27,high,,,,,,,
0af33e30499214e3,manchester_school_district__83__de5d62c9,Manchester School District,83.pdf,leave_sick_family_003,May teachers use sick leave for family illness or family care?,"Yes, teachers may use sick leave to care for sick family members for up to five (5) days.","Sick leave shall be used by a teacher only for actual personal illness, including pregnancy disabilities, and to care for sick family members for up to five (5) days, which prevent that teacher from performing that teacher's normal duties.",28,high,,,,,,,yes,"Sick leave shall be used by a teacher only for actual personal illness, including pregnancy disabilities, and to care for sick family members for up to five (5) days, which prevent that teacher from performing that teacher's normal duties.",27,high,,,,,,,
f1e1d2a22c7148ea,manchester_school_district__83__de5d62c9,Manchester School District,83.pdf,leave_personal_days_004,How many paid personal leave days are granted per year?,2,"Two (2) days leave of absence for personal or legal business, household or family matters or for the observance of religious holidays.",30,high,,,,,,,2,"Two (2) days leave of absence for personal or legal business, household or family matters or for the observance of religious holidays.",29,high,,,,,,,
9fef6a51ae728eb8,manchester_school_district__83__de5d62c9,Manchester School District,83.pdf,leave_personal_restrictions_005,What restrictions apply to personal leave use?,"Teachers must request personal leave five (5) school days prior to the leave day, except in emergencies where normal sick leave calling procedures apply. The leave is restricted to sound, pressing, and unavoidable reasons and cannot be used to extend a vacation week or long weekend.","A teacher desiring such leave must request the leave five (5) school days prior to the leave day. In the event of an emergency, the teacher will follow the normal sick leave procedure for calling in. Leave of absence for personal or legal business, household or family matters are to be used for sound, pressing and unavoidable reasons only. Such leave cannot be used to extend a vacation week or a long weekend.",30,high,,,,,,,"Must request leave five (5) school days prior; emergencies require following normal sick leave call-in procedure; must be for sound, pressing, and unavoidable reasons; cannot extend a vacation week or long weekend.","A teacher desiring such leave must request the leave five (5) school days prior to the leave day. In the event of an emergency, the teacher will follow the normal sick leave procedure for calling in. Leave of absence for personal or legal business, household or family matters are to be used for sound, pressing and unavoidable reasons only. Such leave cannot be used to extend a vacation week or a long weekend.",29,high,,,,,,,
51b2fd983ff1fd56,manchester_school_district__83__de5d62c9,Manchester School District,83.pdf,leave_personal_conversion_006,"Does unused personal leave convert to sick leave, cash, or another benefit?",not_discussed,,not_applicable,low,[grounding failure: evidence is absent from cited passage],,,,,,yes,"If during any school year a teacher uses no personal leave and no sick leave, that teacher shall be eligible for an additional bonus day under the provisions which are set forth in the Article Twenty D., Sick Leave of this Agreement.",30,high,,,,,,,
05a98765dff02d6f,manchester_school_district__83__de5d62c9,Manchester School District,83.pdf,leave_bereavement_days_007,How many bereavement leave days are available?,"5 consecutive days for immediate family, plus 1 day to attend funeral of a relative not listed; paid.","Five (5) consecutive days leave of absence because of death in the immediate family of the teacher only... In addition to the leave of absence provided for the immediate family as defined herein, the teacher is entitled to one (1) day of leave to attend the funeral of a relative not listed in the preceding sentence.",30,high,,,,,,,"Five (5) consecutive days of leave are available for death in the immediate family, with two (2) of these days reservable for estate matters. Additionally, one (1) day of leave is available to attend the funeral of a relative not listed in the immediate family definition.","Five (5) consecutive days leave of absence because of death in the immediate family of the teacher only, provided, however, that two (2) of these days may be reserved for dealing with matters arising out of settling the decedent's estate to be used at any time with at least five (5) days notice. Immediate family is hereby defined to mean spouse, parents, children, brothers, sisters, mother-in-law or father-in-law, or a blood relative or ward residing in the same house. In addition to the leave of absence provided for the immediate family as defined herein, the teacher is entitled to one (1) day of leave to attend the funeral of a relative not listed in the preceding sentence.",31,high,,,,,,,
779397ee28dbb24f,manchester_school_district__83__de5d62c9,Manchester School District,83.pdf,leave_bereavement_relatives_008,Which relatives or household members are covered by bereavement leave?,"Immediate family is defined as spouse, parents, children, brothers, sisters, mother-in-law, father-in-law, or a blood relative or ward residing in the same house. Additionally, one day of leave is provided to attend the funeral of a relative not listed in the preceding sentence.","""Immediate family is hereby defined to mean spouse, parents, children, brothers, sisters, mother-in-law or father-in-law, or a blood relative or ward residing in the same house. In addition to the leave of absence provided for the immediate family as defined herein, the teacher is entitled to one (1) day of leave to attend the funeral of a relative not listed in the preceding sentence.""",31,high,,,,,,,"Spouse, parents, children, brothers, sisters, mother-in-law, father-in-law, or a blood relative or ward residing in the same house; also covers funeral of any relative not listed.","Immediate family is hereby defined to mean spouse, parents, children, brothers, sisters, mother-in-law or father-in-law, or a blood relative or ward residing in the same house.",30,high,,,,,,,
8eaff58bf5abe02c,manchester_school_district__83__de5d62c9,Manchester School District,83.pdf,leave_parental_paid_009,"Does the document provide paid parental, bonding, maternity, paternity, or adoption leave beyond accrued sick leave?",no,"Other leaves of absence (including child rearing and adoption leave), without pay or other benefits, may be granted by the Board for any good reason...",32,high,,,,,,,no,"F. Other leaves of absence (including child rearing and adoption leave), without pay or other benefits, may be granted by the Board for any good reason and for such period as the Board may determine.",33,high,,,,,,,
63bc83a23b6c8875,manchester_school_district__83__de5d62c9,Manchester School District,83.pdf,leave_pregnancy_disability_010,"Does the document address pregnancy, childbirth, or temporary disability leave?",yes,"Sick leave shall be used by a teacher only for actual personal illness, including pregnancy disabilities",27,high,,,,,,,yes,"Article Twenty, Section E.1 states: ""A teacher who has taught for two (2) full school years with the Manchester School District under an individual contract as set forth in Appendix B and who is pregnant, shall be entitled to a leave of absence without pay..."" Article Twenty, Section E.2 states: ""...a teacher who is actually working during the school year and takes maternity leave for part of that year shall... be eligible... for unused accumulated sick leave... only for the period of actual personal medical disability resulting from the pregnancy...""",32,high,,,,,,,
d419cb7cb3e0780f,manchester_school_district__83__de5d62c9,Manchester School District,83.pdf,leave_adoption_childcare_011,"Does the document provide adoption, child care, or bonding leave?",yes,"""F. Other leaves of absence (including child rearing and adoption leave), without pay or other benefits, may be granted by the Board for any good reason and for such period as the Board may determine.""",33,high,,,,,,,yes,"Other leaves of absence (including child rearing and adoption leave), without pay or other benefits, may be granted by the Board for any good reason and for such period as the Board may determine.",32,high,,,,,,,
0428eafa5c03ed38,manchester_school_district__83__de5d62c9,Manchester School District,83.pdf,leave_fmla_012,Does the document discuss Family and Medical Leave Act rights or equivalent family medical leave?,yes,"""NOTE: The parties agree to execute a memorandum of understanding agreeing to accept the Board's policy regarding FMLA leave, subject to its review by NEA-NH's attorney, with the understanding that the policy will not be changed except by mutual agreement.""",34,high,"The document explicitly references FMLA in a note within the Extended Leaves of Absence section. It states that the parties agree to accept the Board's policy regarding FMLA leave. However, it does not provide specific details on duration, eligibility, substitution, benefit continuation, or notice rules within the contract text itself, referring instead to a separate Board policy. Per the instructions, if it only references FMLA without detail, code yes and note limited detail.",,,,,,yes,"NOTE: The parties agree to execute a memorandum of understanding agreeing to accept the Board's policy regarding FMLA leave, subject to its review by NEA-NH's attorney, with the understanding that the policy will not be changed except by mutual agreement.",33,high,,,,,,,
622fa5053251af28,manchester_school_district__83__de5d62c9,Manchester School District,83.pdf,leave_absence_reporting_013,Does the document specify absence reporting or substitute-request procedures for teachers?,yes,"""A. 1. ... In the event of an emergency, the teacher will follow the normal sick leave procedure for calling in.""",30,high,,,,,,,not_discussed,,not_discussed,high,,,,,,,
b50ab325b59980b9,manchester_school_district__83__de5d62c9,Manchester School District,83.pdf,workload_work_year_days_001,How many teacher work days or duty days are required in the regular work year?,183,"the work year of the employees in the unit ... will in no event be longer than one hundred eighty three (183) days. The ""work year"" will include one hundred eighty (180) days when pupils are in attendance and a maximum of three (3) days on which attendance by members of the unit is required.",19,high,,,,,,,183,"The work year for school psychologists [hired prior to 1997-1998] shall be two hundred and five (205) days. The work year for school psychologists [hired between 1999 and 2004] shall be one hundred eighty-nine (189) days. For 2004-2007, school psychologists’ salaries will be calculated on a per diem basis by dividing the applicable salary as shown on Appendix B by the number of contractual teacher workdays per year (183).",20,high,,,,,,,
