document_id,file_name,Question ID,topic category,question,answer,evidence,page number,confidence,coder notes
boston_public_schools__boston_2021_24_collective_bargaining_agreement__4a18c510,Boston_2021-24-Collective-Bargaining-Agreement.pdf,benefits_leave_continuation_011,benefits,Does the document state whether insurance benefits continue during paid or unpaid leave?,not_discussed,,not_applicable,high,
boston_public_schools__boston_2021_24_collective_bargaining_agreement__4a18c510,Boston_2021-24-Collective-Bargaining-Agreement.pdf,benefits_retiree_012,benefits,"Does the document provide retiree health, dental, life, or other post-employment benefits?",yes,"Throughout the duration of this agreement, the City of Boston shall continue to reimburse fifty-percent (50%) of the cost of Medicare Part B to all retirees who are enrolled in Medicare Part B, and who are enrolled in one of the City’s Medicare Products.",204,high,
boston_public_schools__boston_2021_24_collective_bargaining_agreement__4a18c510,Boston_2021-24-Collective-Bargaining-Agreement.pdf,leave_sick_days_001,leave,How many paid sick leave days are granted per year?,15,"All members of the bargaining unit shall be granted an annual leave for fifteen (15) days without loss of pay, for absence caused by illness or by injury, or by exposure to contagious disease.",117,high,
boston_public_schools__boston_2021_24_collective_bargaining_agreement__4a18c510,Boston_2021-24-Collective-Bargaining-Agreement.pdf,leave_sick_accrual_002,leave,"Does sick leave accumulate or carry over, and what cap is stated?","Yes, accumulates without limitation",Sick leave may accumulate from year to year without limitation.,117,high,
boston_public_schools__boston_2021_24_collective_bargaining_agreement__4a18c510,Boston_2021-24-Collective-Bargaining-Agreement.pdf,leave_sick_family_003,leave,May teachers use sick leave for family illness or family care?,yes,Up to thirty (30) days of accumulated sick leave in each school year may be used for family illness or for adopting a child.,118,high,
boston_public_schools__boston_2021_24_collective_bargaining_agreement__4a18c510,Boston_2021-24-Collective-Bargaining-Agreement.pdf,leave_personal_days_004,leave,How many paid personal leave days are granted per year?,4,"Effective September 1, 2003, employees shall be entitled to use up to four (4) personal days “per school year.”",118,high,Updated page from 119 to 118 to match document layout.
boston_public_schools__boston_2021_24_collective_bargaining_agreement__4a18c510,Boston_2021-24-Collective-Bargaining-Agreement.pdf,leave_personal_restrictions_005,leave,What restrictions apply to personal leave use?,Not more than 5% of teachers in a building at once; cannot be taken on both days immediately preceding and following a school vacation.,"Except at the discretion of the building administrator, not more than five (5) percent of the teachers in a building shall be eligible for personal leave on the same day. No teacher may take a personal day on both the day immediately preceding and the day immediately following a school vacation, including the Thanksgiving recess.",118,high,Updated page from 119 to 118 to match document layout.
boston_public_schools__boston_2021_24_collective_bargaining_agreement__4a18c510,Boston_2021-24-Collective-Bargaining-Agreement.pdf,leave_personal_conversion_006,leave,"Does unused personal leave convert to sick leave, cash, or another benefit?",yes,Any personal days not used in the year for which they are granted shall be added to the employee’s sick leave entitlement for use in subsequent years.,118,high,Updated page from 119 to 118 to match document layout.
boston_public_schools__boston_2021_24_collective_bargaining_agreement__4a18c510,Boston_2021-24-Collective-Bargaining-Agreement.pdf,leave_bereavement_days_007,leave,How many bereavement leave days are available?,"Up to 5 paid days for immediate family, 1 paid day for niece/nephew/uncle/aunt/in-law, 3 paid days for grandchild/grandparent.","In the event of a death in the immediate family, including mother-in-law or father-in-law or anyone residing in the same household with the teacher, up to five (5) days without loss of pay shall be provided. One (1) day without loss of pay shall be provided for a niece, nephew, uncle, aunt, and in-law other than above. Three (3) days without loss of pay shall be provided for the death of a grandchild or grandparent.",119,high,
boston_public_schools__boston_2021_24_collective_bargaining_agreement__4a18c510,Boston_2021-24-Collective-Bargaining-Agreement.pdf,leave_bereavement_relatives_008,leave,Which relatives or household members are covered by bereavement leave?,"Immediate family, mother-in-law, father-in-law, anyone residing in the same household, niece, nephew, uncle, aunt, other in-law, grandchild, grandparent.","immediate family, including mother-in-law or father-in-law or anyone residing in the same household with the teacher... niece, nephew, uncle, aunt, and in-law other than above... grandchild or grandparent.",119,high,
boston_public_schools__boston_2021_24_collective_bargaining_agreement__4a18c510,Boston_2021-24-Collective-Bargaining-Agreement.pdf,leave_parental_paid_009,leave,"Does the document provide paid parental, bonding, maternity, paternity, or adoption leave beyond accrued sick leave?",yes,"Employees shall be eligible for up to 12 months of leave, of which 12 weeks is covered by the Paid Parental Leave benefit. For those members whose qualifying event occurs on or after 9/1/2022, the benefits include: 100% of base wages based on regular work hours for the first four weeks of leave; 75% of base wages on regular work hours for the following four weeks of leave; and 50% of base wages based on regular work hours for the following four weeks of leave.",119-120,high,
boston_public_schools__boston_2021_24_collective_bargaining_agreement__4a18c510,Boston_2021-24-Collective-Bargaining-Agreement.pdf,leave_pregnancy_disability_010,leave,"Does the document address pregnancy, childbirth, or temporary disability leave?",yes,"Such paid parental leave shall run concurrent with the BPS Medical Leave Policy... The provisions of Section VIII(R)(6)(h) of the teachers’ contract, Maternity and Child Care Leave, as modified by Section IV(A)(8)(1) of the teacher’s Settlement Agreement are hereby incorporated by reference.",153-154,high,
boston_public_schools__boston_2021_24_collective_bargaining_agreement__4a18c510,Boston_2021-24-Collective-Bargaining-Agreement.pdf,leave_adoption_childcare_011,leave,"Does the document provide adoption, child care, or bonding leave?",yes,"Up to thirty (30) days of accumulated sick leave in each school year may be used for family illness or for adopting a child. Effective September 1, 2019, up to forty (40) days of accumulated sick leave in each school year may be used for adopting a child, except that if the child is under 24 months of age the adoptive parent(s) may use up to sixty (60) days.",118,high,
boston_public_schools__boston_2021_24_collective_bargaining_agreement__4a18c510,Boston_2021-24-Collective-Bargaining-Agreement.pdf,leave_fmla_012,leave,Does the document discuss Family and Medical Leave Act rights or equivalent family medical leave?,yes,"...including those covered by the Family and Medical Leave Act, the Massachusetts Parental Leave Act and/or the BTU contract.",153,high,
boston_public_schools__boston_2021_24_collective_bargaining_agreement__4a18c510,Boston_2021-24-Collective-Bargaining-Agreement.pdf,leave_absence_reporting_013,leave,Does the document specify absence reporting or substitute-request procedures for teachers?,not_discussed,,not_applicable,high,
boston_public_schools__boston_2021_24_collective_bargaining_agreement__4a18c510,Boston_2021-24-Collective-Bargaining-Agreement.pdf,workload_work_year_days_001,workload,How many teacher work days or duty days are required in the regular work year?,183,traditional teacher work day and year (as mentioned in the first sentence in section 2) for their respective school levels (elementary 6:30 per day; secondary 6:40 per day) of 183 days and 18 hours,17,high,
boston_public_schools__boston_2021_24_collective_bargaining_agreement__4a18c510,Boston_2021-24-Collective-Bargaining-Agreement.pdf,workload_workday_length_002,workload,What is the required length of the teacher workday?,"6:30 for elementary, 6:40 for secondary",respective school levels (elementary 6:30 per day; secondary 6:40 per day),17,high,
boston_public_schools__boston_2021_24_collective_bargaining_agreement__4a18c510,Boston_2021-24-Collective-Bargaining-Agreement.pdf,workload_prep_guarantee_003,workload,Does the document guarantee teacher planning or preparation time?,yes,“Planning and development periods” are those periods during which a teacher is not assigned to a regularly programmed responsibility. Planning and development periods shall be teacher directed,33,high,
boston_public_schools__boston_2021_24_collective_bargaining_agreement__4a18c510,Boston_2021-24-Collective-Bargaining-Agreement.pdf,workload_prep_minutes_004,workload,How much planning or preparation time is guaranteed?,four 48-minute planning and development periods per week,"All teachers in elementary schools, including specialists and itinerant specialists, will be scheduled for four 48-minute planning and development periods per week.",33,high,The quoted provision specifically guarantees this amount for elementary teachers.
boston_public_schools__boston_2021_24_collective_bargaining_agreement__4a18c510,Boston_2021-24-Collective-Bargaining-Agreement.pdf,workload_prep_protected_005,workload,"Does the document restrict use of planning time for meetings, coverage, or other duties?",yes,"Planning and development periods shall be teacher directed and it is expected of teachers that these periods will be used primarily for educational planning, team meetings, and parental contact.",33,high,
boston_public_schools__boston_2021_24_collective_bargaining_agreement__4a18c510,Boston_2021-24-Collective-Bargaining-Agreement.pdf,workload_lunch_duty_free_006,workload,Does the document guarantee a duty-free lunch?,yes,ABA Specialists shall have a paid duty free lunch of at least thirty (30) minutes,183,medium,Confidence is medium because the evidence applies specifically to ABA Specialists and the referenced page 183 is not included in the provided document text.
boston_public_schools__boston_2021_24_collective_bargaining_agreement__4a18c510,Boston_2021-24-Collective-Bargaining-Agreement.pdf,workload_lunch_minutes_007,workload,How many minutes is the lunch period?,40 minutes (elementary); 25 minutes (secondary),Elementary Schools. The parties agree to provide for every elementary teacher an adequate duty-free lunch period of at least 40 minutes. All secondary school schedules shall provide for a minimum of a twenty-five minute duty free lunch for teachers.,34,high,
boston_public_schools__boston_2021_24_collective_bargaining_agreement__4a18c510,Boston_2021-24-Collective-Bargaining-Agreement.pdf,workload_meetings_limits_008,workload,"Does the document limit required faculty, staff, department, or PLC meetings?",yes,"All specialty teachers such as but not limited to art, music, physical education, guidance, district wide shall meet as a group at least once annually during the contractual school year for a professional development day, on one of the city-wide all schools professional development days already scheduled on the academic calendar.",95,high,
boston_public_schools__boston_2021_24_collective_bargaining_agreement__4a18c510,Boston_2021-24-Collective-Bargaining-Agreement.pdf,workload_nonteaching_duties_009,workload,"Does the document describe non-teaching duties such as supervision, lunch duty, bus duty, hall duty, or clerical duties?",yes,"The Committee and the Union recognize the desirability of relieving teachers of non-teaching duties such as lunch duty, traffic duty, duplicating of materials, collecting money for purposes such as milk, insurance, pictures and school banking. As a first step in effectuating these principles, the parties agree that elementary teachers shall have no bus duty before or after school.",35,high,
boston_public_schools__boston_2021_24_collective_bargaining_agreement__4a18c510,Boston_2021-24-Collective-Bargaining-Agreement.pdf,class_size_limits_001,class size,"Does the document include class-size limits, caps, goals, or review procedures?",yes,"To achieve these class size targets, the Committee and the Union agree that the following class size maxima shall be in effect:",25,high,
boston_public_schools__boston_2021_24_collective_bargaining_agreement__4a18c510,Boston_2021-24-Collective-Bargaining-Agreement.pdf,class_elementary_max_002,class size,What elementary class-size maximums or targets are stated?,"K1: 22 (≤6.5% IEPs), 20 (>6.5%); K2/Gr 1 & 2: 22 (≤6.5% or >6.5%), 20 (≥25%); Gr 3-5: 25 (≤6.5%), 23 (>6.5%), 20 (≥25%). Columns vary by % of students on IEPs. Superintendent schools: 2 fewer.","K1 – Column 1: 22, Column 2: 20; K2, Grade 1 and 2 – Column 1: 22, Column 2: 22, Column 3: 20; Grade 3-5 – Column 1: 25, Column 2: 23, Column 3: 20.",25,high,
boston_public_schools__boston_2021_24_collective_bargaining_agreement__4a18c510,Boston_2021-24-Collective-Bargaining-Agreement.pdf,class_secondary_max_003,class size,What middle or high school class-size maximums or targets are stated?,"Gr 6-8: 28 (≤6.5% IEPs), 25 (>6.5%), 22 (≥25%); Gr 9-12: 31 (≤6.5% IEPs), 28 (>6.5%), 25 (≥25%). Columns vary by % of students on IEPs.","Grade 6-8 – Column 1: 28, Column 2: 25, Column 3: 22; Grade 9-12 – Column 1: 31, Column 2: 28, Column 3: 25.",25,high,
boston_public_schools__boston_2021_24_collective_bargaining_agreement__4a18c510,Boston_2021-24-Collective-Bargaining-Agreement.pdf,class_overage_remedy_004,class size,Does the document provide remedies when class-size limits are exceeded?,yes,"If no appropriate educational solution is agreed upon and provided within 30 school days, a stipend per additional student will be provided to the teacher as follows: Teachers who teach the same students for the entire day $2,500... Teachers who teach individual courses - $500... In elementary schools... $1,500/$3,000. In secondary schools... $300/$600. Ultimately, the classroom teacher may insist that the class size maximum be enforced.",26-27,high,
